PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,crime_rate,school_quality
903206070,1738,153000,50,RL,0.0,7010,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,3,3,1,3,175.0,1,0.0,849.0,1024.0,GasA,TA,Y,SBrkr,1144,594,0,0,0,2,0,3,1,TA,6,Typ,1,4,Detchd,1935,1,2,240.0,3,3,P,0,30,0,0,0,0,0,0,None,0,7,2008,WD ,Normal,0,5
909428190,1640,224000,20,RL,0.0,14778,Pave,0,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,3,3,1,4,728.0,1,0.0,568.0,1296.0,GasA,Ex,Y,SBrkr,1640,0,0,1,0,1,0,3,1,Gd,7,Typ,1,4,Detchd,1954,1,2,924.0,3,3,Y,108,0,0,216,0,0,0,0,None,0,11,2008,WD ,Normal,5,2
528112040,1736,360000,20,RL,95.0,11578,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,302.0,Ex,TA,PConc,5,3,1,1,0.0,1,0.0,1736.0,1736.0,GasA,Ex,Y,SBrkr,1736,0,0,0,0,2,0,3,1,Ex,7,Typ,1,4,Attchd,2008,2,2,834.0,3,3,Y,319,90,0,0,0,0,0,0,None,0,7,2009,WD ,Normal,5,10
528142040,2224,350000,60,RL,74.0,8834,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,Gd,TA,PConc,5,3,1,6,1170.0,1,0.0,292.0,1462.0,GasA,Ex,Y,SBrkr,1462,762,0,1,0,2,1,4,1,Ex,10,Typ,1,4,Attchd,2004,3,2,738.0,3,3,Y,184,0,0,0,0,0,0,0,None,0,6,2009,WD ,Normal,5,10
902106060,2372,107500,70,RM,60.0,6600,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,3,3,1,1,0.0,1,0.0,994.0,994.0,GasA,TA,N,SBrkr,1378,994,0,0,0,2,0,4,2,TA,11,Min2,0,0,Attchd,1892,2,2,432.0,3,3,Y,0,287,0,0,0,0,0,0,None,0,12,2009,WD ,Normal,0,5
527375100,1621,213000,20,RL,0.0,9373,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,5,7,1975,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,161.0,TA,TA,CBlock,4,3,4,5,1333.0,2,168.0,120.0,1621.0,GasA,TA,Y,SBrkr,1621,0,0,1,0,2,0,3,1,TA,7,Typ,2,2,Attchd,1975,2,2,478.0,3,3,Y,0,0,0,0,490,0,0,0,None,0,6,2009,WD ,Normal,1,6
527105070,1608,189500,60,RL,88.0,10179,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,4,3,1,5,847.0,1,0.0,98.0,945.0,GasA,Ex,Y,SBrkr,945,663,0,0,0,2,1,3,1,TA,7,Typ,1,3,Attchd,1997,3,2,470.0,3,3,Y,252,30,0,0,0,0,0,0,None,0,7,2009,WD ,Normal,5,10
909277090,1273,155000,20,RL,80.0,14680,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,4,1960,1960,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,3,3,1,3,793.0,1,0.0,480.0,1273.0,GasA,Ex,Y,SBrkr,1273,0,0,0,0,1,0,2,1,TA,5,Typ,0,0,Attchd,1960,1,2,307.0,3,3,Y,483,0,0,0,115,0,0,3,None,0,6,2009,WD ,Normal,5,2
527110130,1384,161500,80,RL,56.0,8872,Pave,0,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,4,3,1,1,0.0,1,0.0,384.0,384.0,GasA,Gd,Y,SBrkr,754,630,0,0,0,2,1,3,1,TA,7,Typ,1,3,BuiltIn,1997,3,2,390.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,3,2007,WD ,Normal,5,10
527375210,1193,158000,20,RL,85.0,11050,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,3,3,1,5,636.0,1,0.0,540.0,1176.0,GasA,Fa,Y,SBrkr,1193,0,0,0,0,2,0,3,1,TA,5,Typ,1,3,Attchd,1975,1,2,506.0,3,3,Y,40,0,0,0,0,0,0,0,None,0,8,2009,WD ,Normal,1,6
533215030,1310,285000,120,FV,0.0,4538,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,179.0,Gd,TA,PConc,5,3,4,6,1004.0,1,0.0,306.0,1310.0,GasA,Ex,Y,SBrkr,1310,0,0,1,0,1,1,1,1,Gd,5,Typ,1,3,Attchd,2001,2,2,545.0,3,3,Y,277,45,0,0,0,0,0,0,None,0,7,2008,WD ,Normal,6,7
906378100,1694,245350,20,RL,64.0,10475,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,4,3,4,1,0.0,1,0.0,1694.0,1694.0,GasA,Ex,Y,SBrkr,1694,0,0,0,0,2,0,3,1,Gd,7,Typ,0,0,Attchd,2008,2,2,776.0,3,3,Y,160,33,0,0,0,0,0,0,None,0,2,2010,WD ,Normal,1,3
527325090,1930,192000,60,RL,61.0,11339,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,5,1979,1979,Hip,WdShake,HdBoard,Plywood,BrkFace,549.0,TA,TA,CBlock,4,3,1,5,758.0,1,0.0,22.0,780.0,GasA,TA,Y,SBrkr,1085,845,0,1,0,2,1,4,1,Gd,9,Typ,1,3,Attchd,1979,3,2,481.0,3,3,Y,192,72,0,0,0,0,0,0,None,0,3,2007,WD ,Normal,1,6
526301100,1656,215000,20,RL,141.0,31770,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,112.0,TA,TA,CBlock,3,4,3,4,639.0,1,0.0,441.0,1080.0,GasA,Fa,Y,SBrkr,1656,0,0,1,0,1,0,3,1,TA,7,Typ,2,4,Attchd,1960,3,2,528.0,3,3,P,210,62,0,0,0,0,0,0,None,0,5,2010,WD ,Normal,1,5
535178060,1196,139000,20,RL,72.0,9000,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,4,3,1,2,616.0,1,0.0,580.0,1196.0,GasA,Gd,Y,FuseA,1196,0,0,1,0,1,0,2,1,TA,6,Typ,1,4,Attchd,1956,2,2,297.0,3,3,Y,0,44,0,0,0,0,0,0,None,0,5,2008,WD ,Normal,1,5
903430090,1635,117000,50,RM,59.0,5310,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,8,1910,2003,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,3,2,1,1,0.0,1,0.0,485.0,485.0,GasA,Gd,Y,SBrkr,1001,634,0,0,0,1,0,2,1,Gd,5,Typ,0,0,Attchd,1910,1,2,255.0,2,3,Y,394,0,0,0,0,0,0,0,None,0,6,2006,WD ,Normal,0,5
534402140,1154,154000,20,RL,0.0,11000,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,TA,TA,CBlock,3,3,2,4,740.0,3,230.0,184.0,1154.0,GasA,Ex,Y,SBrkr,1154,0,0,0,0,1,1,3,1,TA,6,Typ,1,1,Attchd,1966,2,2,480.0,3,3,Y,0,58,0,0,0,0,0,3,None,0,11,2009,WD ,Normal,1,5
908225240,948,111000,20,RL,75.0,10215,Pave,0,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,132.0,TA,TA,PConc,3,3,1,5,492.0,1,0.0,372.0,864.0,GasA,Ex,Y,SBrkr,948,0,0,0,0,1,0,3,1,TA,5,Typ,0,0,Attchd,1954,1,2,248.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,2,2007,WD ,Normal,1,4
534451110,1203,110000,50,RL,0.0,7015,Pave,0,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,BrkCmn,161.0,TA,TA,CBlock,3,3,1,2,185.0,1,0.0,524.0,709.0,GasA,TA,Y,SBrkr,979,224,0,1,0,1,0,3,1,Gd,5,Typ,1,3,Detchd,1950,1,2,352.0,3,3,Y,0,0,248,0,0,0,0,0,None,0,7,2009,WD ,Normal,0,5
914467040,1916,254900,60,RL,85.0,11050,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,1,6,615.0,1,0.0,434.0,1049.0,GasA,Ex,Y,SBrkr,1036,880,0,1,0,2,1,3,1,Gd,8,Typ,1,3,Attchd,1998,1,2,741.0,3,3,Y,0,70,0,0,0,0,0,0,None,0,5,2010,WD ,Normal,3,6
527451110,1365,125000,160,RM,24.0,2368,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,None,312.0,TA,TA,CBlock,3,3,1,2,765.0,1,0.0,0.0,765.0,GasA,TA,Y,SBrkr,765,600,0,0,0,1,1,3,1,TA,7,Min1,0,0,Attchd,1970,1,2,440.0,3,3,Y,0,36,0,0,0,0,0,0,None,0,5,2009,WD ,Normal,1,6
907262020,1729,200000,60,RL,65.0,8158,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,214.0,Gd,TA,PConc,4,3,1,1,0.0,1,0.0,860.0,860.0,GasA,Ex,Y,SBrkr,860,869,0,0,0,2,1,3,1,Gd,7,Typ,0,0,Attchd,2002,3,2,542.0,3,3,Y,386,63,0,0,0,0,0,0,None,0,8,2007,WD ,Normal,1,3
527376110,1664,162900,60,RL,78.0,10140,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,4,3,1,6,194.0,1,0.0,638.0,832.0,GasA,TA,Y,SBrkr,832,832,0,0,0,2,1,4,1,TA,8,Typ,1,3,Attchd,1976,2,2,528.0,3,3,Y,0,28,0,0,259,0,0,2,None,0,3,2006,WD ,Normal,1,6
904301375,904,61000,30,RL,0.0,10020,Pave,0,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,2,1,3,4,350.0,1,0.0,333.0,683.0,GasA,Gd,N,FuseA,904,0,0,1,0,0,1,1,1,Fa,4,Maj1,0,0,NoGarage,0,0,0,0.0,0,0,Y,0,0,0,0,0,0,0,0,None,0,3,2009,WD ,Normal,1,4
905352070,1524,245000,20,RL,82.0,20270,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,4,3,3,6,599.0,1,0.0,925.0,1524.0,GasA,TA,Y,SBrkr,1524,0,0,1,0,2,0,3,1,TA,7,Typ,2,4,Attchd,1979,3,2,478.0,3,3,Y,140,0,0,0,0,0,0,0,None,0,4,2008,WD ,Normal,0,4
527145090,1280,180000,120,RL,39.0,5070,Pave,0,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,4,3,2,1,0.0,1,0.0,1280.0,1280.0,GasA,Ex,Y,SBrkr,1280,0,0,0,0,2,0,2,1,Gd,5,Typ,0,0,Attchd,1992,2,2,506.0,3,3,Y,0,82,0,0,144,0,0,0,None,0,8,2008,WD ,Normal,5,10
902427180,1382,110000,80,RM,76.0,11800,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,SLvl,4,7,1949,2002,Gable,CompShg,Stucco,Wd Sdng,None,0.0,TA,TA,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,1382,0,0,0,0,2,0,1,1,TA,6,Mod,1,3,Attchd,1949,2,2,384.0,3,3,Y,0,40,0,0,0,0,0,0,None,0,5,2007,WD ,Normal,0,5
903476030,1812,140000,190,RM,76.0,7630,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,4,3,1,1,0.0,1,0.0,360.0,360.0,GasA,Gd,Y,SBrkr,1032,780,0,0,0,2,0,4,2,Gd,8,Typ,1,1,Detchd,1900,1,2,672.0,3,3,N,344,0,40,0,0,0,0,3,None,0,5,2010,WD ,Normal,0,5
534400030,1128,155000,20,RL,80.0,8700,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,3,3,2,5,776.0,1,0.0,344.0,1120.0,GasA,Gd,Y,SBrkr,1128,0,0,1,0,2,0,3,1,TA,6,Typ,0,0,Attchd,1963,2,2,525.0,3,3,Y,192,20,123,0,0,0,0,3,None,0,12,2008,WD ,Normal,1,5
533213120,1549,172900,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,Stone,216.0,TA,TA,PConc,4,3,1,6,550.0,1,0.0,194.0,744.0,GasA,Gd,Y,SBrkr,757,792,0,1,0,2,1,3,1,TA,6,Typ,0,0,Detchd,1999,1,2,440.0,3,3,Y,0,32,0,0,0,0,0,0,None,0,4,2008,WD ,Normal,6,7
528290010,1490,184000,60,RL,60.0,15384,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,4,6,724.0,1,0.0,64.0,788.0,GasA,Ex,Y,SBrkr,788,702,0,1,0,2,1,3,1,Gd,8,Typ,1,4,Attchd,2004,3,2,388.0,3,3,Y,100,75,0,0,0,0,0,0,None,0,2,2008,WD ,Normal,5,10
907420060,1491,168675,60,RL,64.0,8333,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,1,1,0.0,1,0.0,738.0,738.0,GasA,Gd,Y,SBrkr,738,753,0,0,0,2,1,3,1,Gd,7,Typ,1,4,Attchd,2006,2,2,484.0,3,3,Y,100,30,0,0,0,0,0,0,None,0,5,2007,WD ,Normal,1,3
907260010,2290,255900,60,RL,0.0,11250,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,4,3,2,1,0.0,1,0.0,1128.0,1128.0,GasA,Ex,Y,SBrkr,1149,1141,0,0,0,2,1,4,1,Gd,9,Typ,1,4,Attchd,2002,1,2,779.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,5,2008,WD ,Normal,1,3
906201200,2730,301000,60,RL,86.0,10380,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,Gd,TA,CBlock,3,3,3,2,28.0,5,1474.0,0.0,1502.0,GasA,Ex,Y,SBrkr,1553,1177,0,1,0,2,1,4,1,Gd,8,Typ,1,3,Attchd,1986,3,2,576.0,3,3,Y,201,96,0,0,0,0,0,3,None,0,8,2007,WD ,Normal,5,2
906382020,1546,217000,20,RL,75.0,11750,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,4,3,2,6,20.0,1,0.0,1526.0,1546.0,GasA,Ex,Y,SBrkr,1546,0,0,0,0,2,0,3,1,Gd,7,Typ,0,0,Attchd,2005,2,2,796.0,3,3,Y,144,42,0,0,0,0,0,0,None,0,6,2007,WD ,Normal,1,3
532376160,894,138500,20,RL,65.0,8450,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,3,3,1,6,553.0,4,117.0,224.0,894.0,GasA,Ex,Y,SBrkr,894,0,0,1,0,1,0,3,1,TA,5,Typ,1,4,Detchd,1965,1,2,336.0,3,3,Y,416,144,0,0,0,0,0,3,None,0,4,2010,WD ,Normal,5,2
910202070,1344,147000,70,RM,59.0,10690,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,3,2,1,3,456.0,1,0.0,216.0,672.0,GasA,Gd,Y,FuseA,672,672,0,0,0,1,0,3,1,TA,6,Typ,0,0,Detchd,1920,1,2,468.0,3,2,Y,0,128,218,0,0,0,0,0,None,0,7,2009,WD ,Normal,0,6
528150120,2468,354000,60,RL,99.0,12099,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,5,3,4,6,970.0,1,0.0,166.0,1136.0,GasA,Ex,Y,SBrkr,1136,1332,0,1,0,2,1,4,1,Gd,10,Typ,1,4,BuiltIn,2004,3,2,872.0,3,3,Y,184,154,0,0,0,0,0,0,None,0,6,2007,WD ,Normal,5,10
902101050,1668,135000,50,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1948,1950,Gable,CompShg,MetalSd,MetalSd,Stone,264.0,TA,TA,CBlock,3,3,1,3,276.0,1,0.0,936.0,1212.0,GasA,Gd,Y,FuseA,1226,442,0,1,0,1,0,3,1,TA,6,Typ,0,0,Detchd,1948,1,2,240.0,3,3,Y,0,0,140,0,0,0,0,0,None,0,5,2006,WD ,Normal,0,5
909250070,1479,160000,70,RL,43.0,7000,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,8,1926,1997,Gable,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,3,3,1,5,424.0,1,0.0,200.0,624.0,GasA,Ex,Y,SBrkr,743,736,0,1,0,1,0,3,1,Gd,6,Typ,2,4,Detchd,1926,1,2,312.0,3,3,Y,530,0,56,0,0,0,0,3,None,0,5,2006,WD ,Normal,5,2
535476240,1045,127000,20,RL,80.0,7936,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,3,3,1,4,826.0,1,0.0,219.0,1045.0,GasA,TA,Y,SBrkr,1045,0,0,1,0,1,0,3,1,TA,6,Typ,1,2,Attchd,1963,2,2,264.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,4,2009,WD ,Normal,1,5
528228405,1576,219990,120,RM,0.0,3940,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,24.0,Gd,TA,PConc,4,3,1,6,1087.0,1,0.0,306.0,1393.0,GasA,Ex,Y,SBrkr,1576,0,0,1,0,2,0,2,1,Gd,7,Typ,1,3,Attchd,2004,2,2,668.0,3,3,Y,143,20,0,0,0,0,0,0,None,0,5,2008,WD ,Normal,5,10
905202230,1252,235000,20,RL,0.0,13500,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,4,3,3,4,429.0,5,1080.0,93.0,1602.0,GasA,Gd,Y,SBrkr,1252,0,0,1,0,1,0,1,1,TA,4,Typ,1,4,Attchd,1960,2,2,564.0,3,3,Y,409,0,0,0,0,0,0,0,None,0,3,2008,WD ,Normal,0,4
527210060,1922,377426,20,RL,86.0,14157,Pave,0,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,5,3,3,6,1249.0,1,0.0,673.0,1922.0,GasA,Ex,Y,SBrkr,1922,0,0,1,0,2,0,3,1,Gd,8,Typ,1,4,Attchd,2005,3,2,676.0,3,3,Y,178,51,0,0,0,0,0,0,None,0,7,2007,WD ,Normal,5,10
528228460,1145,160200,120,RL,43.0,3182,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,4,3,1,6,16.0,1,0.0,1129.0,1145.0,GasA,Ex,Y,SBrkr,1145,0,0,0,0,2,0,2,1,Gd,5,Typ,1,4,Attchd,2005,3,2,397.0,3,3,Y,100,16,0,0,0,0,0,0,None,0,9,2009,WD ,Normal,5,10
528112020,1704,306000,20,RL,98.0,11478,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,5,3,1,6,1218.0,1,0.0,486.0,1704.0,GasA,Ex,Y,SBrkr,1704,0,0,1,0,2,0,3,1,Gd,7,Typ,1,4,Attchd,2007,2,2,772.0,3,3,Y,0,50,0,0,0,0,0,0,None,0,5,2010,WD ,Normal,5,10
528290180,1514,190000,60,RL,42.0,8433,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,4,3,1,6,683.0,1,0.0,111.0,794.0,GasA,Ex,Y,SBrkr,819,695,0,1,0,2,1,3,1,TA,7,Typ,1,3,Attchd,2000,3,2,394.0,3,3,Y,0,72,0,0,0,0,0,0,None,0,6,2009,WD ,Normal,5,10
907254050,1755,214000,60,RL,45.0,9468,Pave,0,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,148.0,TA,TA,PConc,4,3,2,6,639.0,1,0.0,201.0,840.0,GasA,Ex,Y,SBrkr,840,915,0,1,0,2,1,3,1,TA,7,Typ,1,3,Attchd,1999,2,2,530.0,3,3,Y,176,73,0,0,0,0,0,0,None,0,8,2006,WD ,Normal,1,3
904100040,1211,134000,20,RL,55.0,8250,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,3,3,1,4,250.0,2,492.0,210.0,952.0,GasA,Ex,Y,SBrkr,1211,0,0,0,0,1,0,3,1,TA,5,Typ,1,3,Attchd,1968,1,2,322.0,3,3,Y,0,63,0,0,0,0,0,0,None,0,8,2008,WD ,Normal,5,2
534126060,1920,170000,80,RL,102.0,10192,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1968,1992,Gable,CompShg,MetalSd,MetalSd,BrkFace,143.0,TA,TA,CBlock,3,3,1,1,0.0,1,0.0,570.0,570.0,GasA,Gd,Y,SBrkr,1222,698,0,0,0,3,0,4,1,Gd,8,Typ,1,3,Attchd,1968,2,2,487.0,3,3,Y,0,98,0,0,0,0,0,4,None,0,9,2006,WD ,Normal,1,6
535402010,2544,190000,90,RL,81.0,9671,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,2Story,6,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,Stone,480.0,TA,TA,CBlock,3,3,1,1,0.0,1,0.0,1248.0,1248.0,GasA,TA,Y,SBrkr,1248,1296,0,0,0,2,2,6,2,TA,12,Typ,0,0,Attchd,1969,2,2,907.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,8,2009,WD ,Normal,1,5
