PID,SalePrice,Predicted,Delta,Prop_Addr,Neighborhood
909455030,185000,185091.70544400974,-91.70544400974177,1504 LITTLE BLUESTEM CT,Blueste
527105060,183500,183585.96672612827,-85.96672612827388,3907 BERKSHIRE AVE,Gilbert
905105070,154000,154065.5252842126,-65.5252842126065,911 ARIZONA AVE,Sawyer
905480160,91500,91550.65543358974,-50.655433589738095,3011 LINCOLN WAY,Edwards
535154130,149500,149533.16886785073,-33.16886785073439,2220 BURNETT AVE,NAmes
534453140,87000,87028.00162116937,-28.00162116937281,1406 RIDGEWOOD AVE,BrkSide
535327200,132000,132023.93406116922,-23.934061169216875,1624 DOUGLAS AVE,NAmes
923252100,128500,128504.6948336607,-4.694833660701988,3913 MINNETONKA AVE,Mitchel
534455080,161000,160997.88879088228,2.1112091177201364,1304 16TH ST,NAmes
909175030,140000,139987.5267051931,12.473294806899503,421 HAYWARD AVE,SWISU
905106150,129000,128977.50738963208,22.492610367917223,812 ARIZONA AVE,Sawyer
535302070,125000,124953.52068590072,46.47931409928424,1823 BURNETT AVE,NAmes
909101070,58500,58435.00030216909,64.99969783090637,2908 WOOD ST,Edwards
531385060,190500,190430.0988182145,69.9011817855062,1418 NEBRASKA AVE,SawyerW
909250070,160000,159923.5226908537,76.47730914631393,2316 KNAPP ST,SWISU
907412040,186500,186411.51687668858,88.4831233114237,4901 WALLER ST,CollgCr
527359080,197900,197807.0663445702,92.9336554298061,2854 MONROE DR,NWAmes
534177180,240000,239906.1801387031,93.81986129691359,2204 FILLMORE AVE,NWAmes
905477010,93000,92893.9673159703,106.0326840297057,3322 WEST ST,Edwards
533252020,165000,164893.26418274056,106.7358172594395,2824 GREENSBORO DR,Veenker
534250410,185000,184878.3984804851,121.60151951489388,2304 VAN BUREN AVE,NWAmes
532378220,129200,129078.0000473912,121.99995260880678,1310 ALABAMA LN,Sawyer
905480090,96000,95856.73176878942,143.26823121057532,3022 STORY ST,Edwards
902201130,120000,119820.29000926149,179.70999073851272,1220 CARROLL AVE,OldTown
533251130,194000,193815.82540646027,184.1745935397339,2804 PINEHURST CIR,Veenker
535179050,141000,140814.38428656667,185.61571343333344,208 22ND ST,NAmes
534276070,145000,144809.0869148777,190.9130851223017,2217 FERNDALE AVE,NAmes
527105030,195500,195297.46569560625,202.53430439374642,4011 BERKSHIRE AVE,Gilbert
909176180,137000,136783.89611747224,216.10388252776465,422 HAYWARD AVE,SWISU
527451410,88000,87748.35683640791,251.64316359208897,1314 BARKLEY CT,BrDale
528231050,192140,191884.31622384206,255.68377615793725,3901 WELBECK DR,Gilbert
532377130,131400,131107.9933185515,292.00668144848896,1304 ALBERTA AVE,Sawyer
527451290,85400,85088.38002980397,311.6199701960286,1358 BARKLEY CT,BrDale
902110080,135000,134685.6703023648,314.3296976351994,509 9TH ST,OldTown
527162120,191000,190680.329205198,319.67079480199027,3810 BERKSHIRE AVE,Gilbert
535106180,144000,143670.5465206006,329.45347939940984,509 24TH ST,NAmes
535402330,200000,199645.4608091781,354.5391908219026,1912 DUFF AVE,NAmes
903228080,131000,130606.49134680454,393.50865319545846,807 12TH ST,BrkSide
534427140,150750,150341.5550204002,408.44497959979344,1922 ROOSEVELT AVE,NAmes
535402010,190000,189590.53105936112,409.46894063887885,104 E 20TH ST 106,NAmes
528174040,207000,206573.24495787738,426.75504212261876,2914 HARRISON RD,NridgHt
905105040,115000,114505.27512606324,494.7248739367642,1001 ARIZONA AVE,Sawyer
535177020,120000,119497.93642323554,502.06357676445623,126 24TH ST,NAmes
528228415,178740,178230.71256212334,509.28743787665735,2338 WESTWIND DR,Blmngtn
527163080,160000,159462.57333901318,537.4266609868209,3804 EISENHOWER AVE,Gilbert
527427200,177000,176449.2525520915,550.7474479085067,3403 POLARIS DR,NAmes
527162080,178750,178126.3366050743,623.6633949257084,3813 EISENHOWER AVE,Gilbert
909451150,151000,150375.04765771315,624.9523422868515,1505 LITTLE BLUESTEM CT UNIT 112,Blueste
527378010,155000,154372.10486281634,627.8951371836592,1608 JACKSON DR,NWAmes
535403150,159500,158867.486323253,632.5136767470103,313 E 16TH ST,NAmes
528458070,215200,214554.6633090804,645.3366909195902,2816 ASPEN RD,Somerst
902106040,178000,177352.06351087985,647.9364891201549,1013 WILSON AVE,OldTown
906201050,156500,155850.55460243567,649.4453975643264,1141 OKLAHOMA DR,SawyerW
903456110,212300,211636.00534860967,663.9946513903269,112 N RIVERSIDE DR,IDOTRR
534475100,128000,127327.54460690716,672.4553930928378,1411 CURTISS AVE,NAmes
528292020,222500,221826.54552217072,673.4544778292766,2411 GRANT CIR,Gilbert
528427020,244600,243919.9142182161,680.0857817839133,3211 CULLEN DR,Somerst
907135260,145000,144314.5142280439,685.4857719560969,5418 FROST DR,CollgCr
907290080,216837,216131.58521427354,705.4147857264616,4620 WEBSTER ST,CollgCr
907175100,197900,197185.85645420093,714.1435457990738,5303 THACKERAY DR,CollgCr
532378200,142000,141281.46686781454,718.533132185461,3905 ONTARIO ST,Sawyer
904100040,134000,133281.1055721482,718.8944278518029,2908 ONTARIO ST,Sawyer
909250080,105000,104278.78638406619,721.2136159338115,2312 KNAPP ST,SWISU
526355080,345000,344270.8434698818,729.1565301181981,2802 THOMPSON DR,NAmes
908276230,119000,118257.66966386614,742.3303361338621,318 HILLTOP RD,Edwards
528114010,415000,414239.8940474563,760.1059525436722,3334 WESTON DR,NridgHt
533223080,165000,164236.52824348136,763.4717565186438,2416 EATON AVE,Somerst
907126010,152000,151230.91330765362,769.0866923463764,5404 NORRIS ST,CollgCr
527403020,142000,141222.54135006448,777.458649935521,1416 JEFFERSON ST,NAmes
528280110,175000,174221.255750737,778.7442492629925,2409 WELBECK DR,Gilbert
534431130,122000,121207.17342321886,792.826576781139,803 16TH ST,NAmes
534225120,142600,141802.75263664877,797.2473633512272,2704 MELROSE AVE,NAmes
535153150,163000,162200.21140287517,799.7885971248324,2312 CLARK AVE,NAmes
535383120,78500,77671.30936332635,828.6906366736512,1326 DOUGLAS AVE,OldTown
911102180,80900,80054.51183122661,845.4881687733869,202 S WALNUT AVE,IDOTRR
914452120,156000,155148.56741678182,851.4325832181785,418 OPAL CIR,Mitchel
535300040,129500,128643.68615080934,856.3138491906575,614 20TH ST,NAmes
527358060,175000,174140.8793610029,859.1206389970903,2944 MONROE DR,NWAmes
903206120,209500,208621.52116530307,878.478834696929,901 RIDGEWOOD AVE,BrkSide
923250210,113000,112110.34082573325,889.6591742667515,3714 S DUFF AVE,Mitchel
902206240,100000,99099.52806338675,900.4719366132485,922 DUFF AVE,OldTown
905100030,148000,147081.85311201052,918.1468879894819,1225 ARIZONA AVE,Sawyer
908127100,118500,117576.55267824509,923.4473217549094,4025 APLIN RD,Edwards
528106120,252000,251061.11824067176,938.8817593282438,3337 WESTON DR,NridgHt
532376040,129000,128058.44649258422,941.5535074157815,1304 GARFIELD AVE,Sawyer
534476100,135000,134041.85782426817,958.1421757318312,1417 MARSTON AVE,NAmes
908204090,131750,130788.35735379907,961.6426462009258,278 VILLAGE DR,Edwards
535350040,129000,128030.17271322916,969.8272867708438,614 16TH ST,NAmes
906201021,162000,161026.7074438571,973.2925561429001,4910 ONTARIO ST,SawyerW
534202030,143000,142010.15466049066,989.8453395093384,1204 28TH ST,NAmes
905107280,153000,151967.8508608672,1032.1491391327872,3914 ARKANSAS DR,Sawyer
905476225,130000,128956.68462171296,1043.3153782870359,3418 WEST ST,Edwards
902128150,155000,153954.1425290103,1045.857470989693,1116 BURNETT AVE 1118,OldTown
907405020,214000,212949.83686043147,1050.1631395685254,812 TENNYSON AVE,CollgCr
902402130,125500,124442.02073620382,1057.97926379618,713 CRAWFORD AVE,OldTown
906380050,212000,210940.25704808766,1059.7429519123398,5402 TABOR DR,CollgCr
528172150,279000,277919.71367445856,1080.2863255414413,3105 ROXBORO DR,NridgHt
533217050,160000,158910.23073756284,1089.7692624371557,2710 BRISTOL DR,Somerst
528346050,350000,348907.21308763017,1092.7869123698329,3115 VALLEY VIEW RD,NoRidge
910200040,115000,113899.01578095042,1100.9842190495838,103 S RUSSELL AVE,IDOTRR
535354100,132000,130892.94343004466,1107.0565699553408,1323 CLARK AVE,NAmes
905451410,137000,135888.88969515235,1111.1103048476507,322 WESTWOOD DR,Edwards
535125060,226000,224879.70090829837,1120.2990917016286,2710 THOMPSON DR,NAmes
907414080,173500,172358.93702002018,1141.062979979819,4812 WALLER ST,CollgCr
902128020,105000,103856.15434685173,1143.8456531482661,314 12TH ST,OldTown
904351200,103600,102448.660960546,1151.3390394540038,2919 LINCOLN WAY,Edwards
528435020,297900,296733.14557899453,1166.8544210054679,2616 DALTON ST,Somerst
527450010,105500,104329.45258273205,1170.5474172679533,1471 TRUMAN PL,BrDale
905101100,94000,92815.02247296112,1184.9775270388782,4004 ONTARIO ST,Sawyer
923227080,160000,158792.69380228705,1207.3061977129546,3318 JEWEL DR,Mitchel
907200280,150000,148741.22143555823,1258.7785644417745,108 SANDBURG CT,CollgCr
907227290,133000,131731.32455802424,1268.6754419757635,301 ROCKWELL AVE,CollgCr
907200110,130250,128966.65682097481,1283.3431790251925,5106 TODD DR,CollgCr
528221050,203000,201705.1083207919,1294.8916792081145,4102 CRESTMOOR AVE,Gilbert
533236090,345000,343701.17475076776,1298.8252492322354,2502 BRISTOL DR,Somerst
531363040,147000,145692.4379759949,1307.5620240051067,5422 KANSAS DR,SawyerW
909252150,148500,147172.78789734436,1327.2121026556415,2217 DONALD ST,Crawfor
533244030,254000,252671.00689059752,1328.9931094024796,2620 CAMDEN DR,Somerst
907202080,136500,135154.72213516952,1345.2778648304811,5008 EMERSON DR,CollgCr
907290180,144000,142635.3694666662,1364.6305333338096,4629 TWAIN ST,CollgCr
905103130,153600,152206.34286314063,1393.6571368593723,4101 ROSS RD,Sawyer
903231130,105000,103595.04597812811,1404.9540218718903,1003 MARSTON AVE,BrkSide
527328010,169000,167590.88123449017,1409.1187655098329,1702 TOP O HOLLOW RD,NWAmes
528294060,185900,184486.8872112258,1413.1127887741895,3816 HYDE AVE,Gilbert
528482020,256000,254571.5897678192,1428.4102321807877,2422 KINGSTON DR,Somerst
533206040,176400,174950.76351117124,1449.2364888287557,2815 BRISTOL DR,Somerst
908275290,125000,123545.22138545595,1454.7786145440477,3334 MORNINGSIDE ST,Edwards
907260040,192000,190482.98979741413,1517.010202585865,5020 CLEMENS BLVD,CollgCr
535151110,142100,140580.74114850437,1519.2588514956296,2102 BARR DR,NAmes
535383110,106000,104480.22572300676,1519.7742769932374,1322 DOUGLAS AVE,OldTown
527402060,151000,149461.02006881614,1538.9799311838578,1323 JEFFERSON ST,NAmes
903235010,128000,126394.13914294986,1605.8608570501383,1020 10TH ST,BrkSide
909253190,91000,89373.22881054765,1626.7711894523527,612 STANTON AVE,SWISU
923205015,166500,164861.83512574912,1638.1648742508842,3508 EMERALD DR,Mitchel
535476370,167900,166245.4336840405,1654.5663159594988,1534 LINDEN DR,NAmes
906203120,271900,270227.29635851365,1672.7036414863542,4811 IDAHO CIR,SawyerW
902125160,80000,78315.24424281277,1684.7557571872312,1230 BURNETT AVE,OldTown
527425035,111250,109551.35514310187,1698.6448568981286,908 TOP O HOLLOW RD,NAmes
527402090,139000,137298.5368824621,1701.4631175379036,1309 JEFFERSON ST,NAmes
923203110,162000,160296.0110326485,1703.988967351499,3322 EMERALD DR,Mitchel
535452140,118900,117187.41662295797,1712.5833770420286,1402 STAFFORD AVE,NAmes
905478030,131000,129284.37914774992,1715.620852250082,3218 WEST ST,Edwards
905452110,127000,125270.15578376068,1729.8442162393185,307 FRANKLIN AVE,Edwards
916477020,305000,303265.8429932108,1734.1570067891735,2402 SUNDOWN DR,Timber
531375140,149000,147225.69322842872,1774.3067715712823,5225 KANSAS DR,SawyerW
907420110,167000,165220.269628327,1779.7303716730094,908 POE AVE,CollgCr
904100030,137500,135699.90628127666,1800.0937187233358,2912 ONTARIO ST,Sawyer
535176070,150000,148199.50538091705,1800.4946190829505,2204 DUFF AVE,NAmes
908208020,140000,138196.4947324848,1803.5052675151965,301 SUNFLOWER DR,Edwards
903475100,123000,121189.49497263593,1810.5050273640663,505 NORTHWESTERN AVE,OldTown
527405180,124500,122689.03190125465,1810.9680987453467,1112 WHEELER ST,NAmes
528176010,500000,498149.17320798396,1850.8267920160433,3807 BRIDGEPORT DR,NridgHt
527354200,184000,182129.00029463897,1870.9997053610277,3112 EISENHOWER AVE,NWAmes
528108010,256300,254412.54637312272,1887.453626877279,3130 SEDWICK ST,NridgHt
528181050,205000,203109.82937433277,1890.1706256672333,2910 ROXBORO DR,NridgHt
527359010,175000,173105.92497080506,1894.075029194937,2814 MONROE DR,NWAmes
903476100,87000,85023.81297057615,1976.187029423847,510 NORTHWESTERN AVE,OldTown
528358010,260400,258409.94936073676,1990.0506392632378,3127 ASPEN RD,NoRidge
534176250,140000,138009.7626932366,1990.237306763389,2310 HAYES AVE,NWAmes
535350030,144900,142893.59604657828,2006.4039534217154,618 16TH ST,NAmes
528102140,462000,459981.8012824773,2018.198717522726,3209 SEDWICK ST,NridgHt
535325290,115000,112971.22978578841,2028.7702142115886,1611 DOUGLAS AVE,NAmes
527368020,216000,213967.37819648924,2032.6218035107595,2738 SOMERSET DR,Somerst
534478230,147000,144962.84213351045,2037.1578664895496,1428 ROOSEVELT AVE,NAmes
528178010,382500,380449.6009495931,2050.399050406879,3815 VALLEY VIEW RD,NridgHt
528228540,187687,185604.64785900607,2082.3521409939276,2431 LAKESIDE DR,Blmngtn
528106010,342643,340558.7760961341,2084.2239038659027,3332 STOCKBURY ST,NridgHt
535125090,205000,202913.3870080288,2086.6129919711966,2732 THOMPSON DR,NAmes
907290170,143750,141647.1174908832,2102.882509116811,4625 TWAIN ST,CollgCr
528240070,216500,214391.55390013848,2108.446099861525,3907 WESTLAWN DR,Gilbert
916382110,316500,314386.34453990374,2113.6554600962554,3126 RED FOX RD,Timber
916326040,170000,167884.9329605912,2115.0670394088083,2508 TIMBERLAND RD,Timber
906200230,228500,226368.82684853562,2131.173151464376,5010 ONTARIO ST,SawyerW
923276260,149000,146853.63334081165,2146.366659188352,621 DULUTH ST,Mitchel
907253130,313000,310843.6700465799,2156.3299534200924,4730 HEMINGWAY DR,CollgCr
528290030,167000,164832.9608513545,2167.0391486455046,3837 WELBECK DR,Gilbert
923228210,79500,77329.61004943018,2170.389950569821,719 MEADOW PL,MeadowV
534277090,140000,137826.61241856325,2173.3875814367493,2105 FURMAN DR,NAmes
905102060,131500,129316.73554421357,2183.264455786426,4018 QUEBEC ST,Sawyer
535378020,109500,107314.7579354069,2185.242064593098,1425 KELLOGG AVE,OldTown
905108220,137000,134794.47254739283,2205.5274526071735,1008 MESA VERDE PL,Sawyer
527108030,250000,247765.49192588645,2234.508074113546,4313 HARRISON CIR,Gilbert
902201110,129500,127248.13244224894,2251.8675577510585,1212 CARROLL AVE,OldTown
906382060,212999,210737.42304011522,2261.5769598847837,314 HARTFORD DR,CollgCr
910200110,141000,138707.59306306636,2292.4069369336357,130 S RIVERSIDE DR,IDOTRR
532354070,132500,130196.76792528818,2303.232074711821,4106 TORONTO ST,Sawyer
535105030,139950,137641.52022749197,2308.479772508028,510 26TH ST,NAmes
910201110,100000,97677.16329155584,2322.836708444156,125 S HAZEL AVE,IDOTRR
910203230,85000,82663.47093936508,2336.5290606349154,304 S RIVERSIDE DR,IDOTRR
535355100,112000,109651.24560796103,2348.7543920389726,427 13TH ST,OldTown
528250070,211000,208589.3726878201,2410.6273121798877,3909 HYDE AVE,Gilbert
528290120,179000,176582.8480407113,2417.1519592886907,2448 WELBECK DR,Gilbert
535180120,133000,130574.81588053785,2425.184119462152,217 20TH ST,NAmes
914474020,209000,206559.7549129301,2440.245087069896,3001 SAPPHIRE CIR,Mitchel
527455250,129250,126774.96125541278,2475.0387445872184,1115 28TH ST,NAmes
526302030,149900,147422.46572093345,2477.5342790665454,3115 NORTHWOOD DR,NAmes
528478040,250000,247496.67981078353,2503.320189216465,2413 KINGSTON DR,Somerst
527163010,175900,173395.62062205063,2504.3793779493717,3835 BROOKDALE AVE,Gilbert
905103140,164500,161984.96901103228,2515.0309889677155,4107 ROSS RD,Sawyer
902206020,61500,58984.29830640537,2515.7016935946303,118 E 11TH ST,OldTown
527453050,146000,143468.43645900936,2531.563540990639,1015 KENNEDY ST,NPkVill
535103050,201800,199252.7785539819,2547.221446018113,2702 NORTHWOOD DR,NAmes
908225240,111000,108448.35086791869,2551.6491320813075,223 HILLTOP RD,Edwards
535478010,134500,131926.37732417393,2573.6226758260746,510 E 14TH ST,NAmes
534152120,167900,165303.87699505105,2596.123004948953,2204 PRAIRIE VIEW EAST,NWAmes
534425080,181900,179285.68301473188,2614.3169852681167,110 HUNZIKER CIR,NAmes
534278190,117600,114966.53028607127,2633.469713928731,815 FURMAN DR,NAmes
905202090,128000,125357.85937977102,2642.14062022898,3718 ROSS RD,Sawyer
907203070,127000,124278.11133413951,2721.8886658604897,4907 SCHUBERT ST,CollgCr
909279080,220000,217247.81735574018,2752.182644259825,2108 HUGHES AVE,Crawfor
903231010,141500,138742.52934751374,2757.470652486256,1125 MARSTON AVE,BrkSide
534275170,151500,148741.72566003882,2758.274339961179,2009 ROOSEVELT CIR,NAmes
902105060,129000,126213.81394907995,2786.1860509200487,1103 BURNETT AVE,OldTown
534250300,190000,187199.28711325844,2800.7128867415595,2323 MCKINLEY CIR,NWAmes
902134120,103000,100196.79722595381,2803.2027740461926,910 BURNETT AVE,OldTown
902134060,96900,94096.13993252552,2803.860067474481,909 KELLOGG AVE,OldTown
909451040,115000,112187.7206062125,2812.279393787496,1505 LITTLE BLUESTEM CT UNIT 107,Blueste
533221110,177000,174184.33199965933,2815.6680003406655,2707 HAMPTON ST,Somerst
903425110,140000,137172.0039480387,2827.996051961294,721 NORTHWESTERN AVE,OldTown
535454150,138000,135161.44793012887,2838.5520698711334,1322 DUFF AVE,NAmes
535402120,171000,168128.12261233467,2871.8773876653286,1809 MAXWELL AVE,NAmes
531367050,233000,230088.60922097825,2911.390779021749,5505 MARYLAND ST,SawyerW
923203140,160500,157583.09631287315,2916.903687126847,3328 EMERALD DR,Mitchel
535354050,135000,132068.67133960308,2931.3286603969173,1415 CLARK AVE,NAmes
902306120,129400,126458.07485855164,2941.9251414483588,621 CLARK AVE,OldTown
533208140,178000,175048.77179661268,2951.22820338732,2720 NORTHRIDGE LN,Somerst
535101020,178000,175039.64468822256,2960.3553117774427,2721 KELLOGG AVE,NAmes
534400050,167000,164010.10207386405,2989.897926135949,1827 COOLIDGE DR,NAmes
527165130,173000,170002.98639178628,2997.013608213718,1930 WINDFIELD DR,Gilbert
902134100,78000,74997.64547889867,3002.354521101326,321 9TH ST,OldTown
923225240,127000,123994.39539908605,3005.6046009139536,3472 SOUTHDALE DR,MeadowV
902103090,111500,108492.43384642302,3007.566153576976,1103 WILSON AVE,OldTown
528176070,320000,316989.5971462686,3010.4028537314152,3701 BRIDGEPORT DR,NridgHt
907290240,143000,139986.9936235844,3013.0063764156075,4715 TWAIN ST,CollgCr
526351010,172000,168972.50890954782,3027.491090452182,630 RIVER OAK DR,NAmes
907414020,190000,186969.84599778644,3030.1540022135596,4914 WALLER ST,CollgCr
534125120,143450,140381.85018966926,3068.1498103307385,2537 EISENHOWER AVE,NWAmes
905426200,144500,141428.27663572127,3071.7233642787323,3433 WOODLAND ST,Edwards
923228260,90500,87428.00749910712,3071.992500892884,721 GARNET DR,MeadowV
534429130,151500,148402.36358970584,3097.636410294159,808 NARLAND DR,NAmes
902109160,122250,119149.93982691597,3100.060173084028,926 GRAND AVE,OldTown
528172080,284000,280862.6356230447,3137.3643769553164,3003 ROXBORO DR,NridgHt
907295040,246900,243759.11284701037,3140.887152989628,618 DOYLE AVE,CollgCr
528429050,232000,228838.56759904535,3161.4324009546544,3306 KENT AVE,Somerst
531453100,162000,158821.69745873995,3178.3025412600546,1510 ILLINOIS AVE,SawyerW
910205010,126000,122810.09271519913,3189.9072848008655,1110 S 2ND ST,IDOTRR
907131060,175000,171804.9250161358,3195.0749838642078,5311 NORRIS ST,CollgCr
908102060,84900,81690.9246652076,3209.0753347924037,224 SOUTH DAKOTA AVE,Edwards
535403280,153000,149782.4613566607,3217.5386433392996,1640 CARROLL AVE,NAmes
909100170,98000,94757.9039358949,3242.096064105106,2905 WOOD ST,Edwards
906392110,237000,233751.18666885927,3248.813331140729,203 HARTFORD DR,CollgCr
907275030,210900,207640.5280876394,3259.4719123606046,4512 HEMINGWAY DR,CollgCr
535453080,152000,148739.65135045984,3260.3486495401594,1423 GLENDALE AVE,NAmes
532377060,122000,118713.51617155637,3286.4838284436264,1327 ALABAMA LN,Sawyer
923228080,98000,94691.24202563133,3308.7579743686656,626 MEADOW PL,MeadowV
907126030,155000,151672.67760950938,3327.322390490619,5416 NORRIS ST,CollgCr
527450080,125500,122164.93078703563,3335.069212964372,1437 TRUMAN PL,BrDale
908186080,145500,142163.76024487123,3336.2397551287722,3825 MARIGOLD DR,Edwards
528382030,221000,217654.4010058635,3345.598994136497,2907 ARROWWOOD CIR,NoRidge
905200010,129000,125605.02385927991,3394.976140720086,3732 ONTARIO ST,Sawyer
905200220,139000,135567.72764361408,3432.272356385918,3613 ANNEAR ST,Sawyer
907425010,149300,145855.06020057818,3444.939799421816,4716 TWAIN ST,CollgCr
527452060,143750,140298.22829245034,3451.771707549662,2953 NORTHWESTERN AVE,NPkVill
907180050,191000,187541.80067642196,3458.199323578039,5316 THACKERAY DR,CollgCr
902104060,96500,93003.2131739588,3496.786826041207,1103 CLARK AVE,OldTown
906402200,320000,316485.1504785974,3514.849521402619,926 IDAHO AVE,SawyerW
535426260,157000,153481.32474776974,3518.675252230256,1605 CRESTWOOD CIR,NAmes
535302130,137500,133973.43854117137,3526.561458828626,1802 CLARK AVE,NAmes
528275160,257500,253946.7557269088,3553.2442730912007,3838 BRICKMAN AVE,Gilbert
908188110,134000,130440.32140704367,3559.678592956334,3838 MARIGOLD DR,Edwards
535380050,140000,136426.82626977115,3573.173730228853,1415 DUFF AVE,NAmes
527210050,356383,352805.40705429297,3577.5929457070306,1407 PANORAMIC CT,StoneBr
534476320,128900,125319.68010620907,3580.319893790933,1530 CURTISS AVE,NAmes
527326150,215000,211393.1120061426,3606.88799385741,1709 BUCHANAN DR,NWAmes
910203290,118400,114791.24603488581,3608.753965114185,210 S RIVERSIDE DR,IDOTRR
923228220,93900,90290.38497171899,3609.615028281012,721 MEADOW PL,MeadowV
905107300,160500,156889.97758477498,3610.0224152250157,3902 ARKANSAS DR,Sawyer
904101110,173000,169389.29819969778,3610.701800302224,1115 HYLAND AVE,ClearCr
527161010,181000,177381.37721458648,3618.6227854135213,3839 BERKSHIRE AVE,Gilbert
923251080,157900,154248.02153392197,3651.978466078028,3733 BLANSHAN DR,Mitchel
527376090,153500,149847.79235070568,3652.207649294316,1509 TRUMAN DR,NWAmes
906380160,194000,190335.9480623089,3664.0519376911107,5321 DURANT ST,CollgCr
527455060,148500,144832.75023346153,3667.2497665384726,1122 JOHNSON ST,NPkVill
535301170,153000,149325.5834412069,3674.4165587931057,1912 WILSON AVE,NAmes
907135050,146000,142313.50295818824,3686.497041811759,5440 FROST DR,CollgCr
903202120,140200,136489.89745736538,3710.102542634617,1036 RIDGEWOOD AVE,BrkSide
907285100,237000,233284.85721266628,3715.1427873337234,4520 CLEMENS BLVD,CollgCr
533206050,196000,192264.70224157957,3735.2977584204345,2813 BRISTOL DR,Somerst
533223050,148800,145062.57148362036,3737.428516379645,2504 EATON AVE,Somerst
923228150,97000,93250.74193741253,3749.258062587469,707 MEADOW PL,MeadowV
535426350,148000,144246.57455703965,3753.425442960346,1810 GEORGE ALLEN AVE,NAmes
903232190,123900,120141.1370199805,3758.862980019505,1028 MARSTON AVE,BrkSide
905106140,158000,154221.56157879042,3778.4384212095756,806 ARIZONA AVE,Sawyer
908127050,119900,116114.95739689456,3785.0426031054376,211 DOTSON DR,Edwards
923225440,85000,81204.94842690516,3795.051573094839,535 MEADOW CT,MeadowV
916386080,167500,163663.45487024885,3836.5451297511463,3115 CEDAR LN,Timber
535376010,103200,99353.93600037841,3846.0639996215905,218 16TH ST,OldTown
535456110,134800,130939.51508190102,3860.484918098984,1326 STAFFORD AVE,NAmes
923203190,165000,161116.05065051682,3883.949349483184,3410 EMERALD DR,Mitchel
903229040,119900,116011.64656427366,3888.3534357263416,1209 GRAND AVE,OldTown
908128100,196500,192602.4393568312,3897.5606431688066,4019 MARIGOLD DR,Edwards
534152100,196500,192599.46955674764,3900.5304432523553,2130 PRAIRIE VIEW EAST,NWAmes
902106090,139900,135996.99807945732,3903.0019205426797,619 10TH ST,OldTown
902207010,110500,106574.48762342191,3925.512376578088,210 E 11TH ST,OldTown
535325450,142000,138073.0239666918,3926.976033308194,1626 BURNETT AVE,NAmes
907420040,170000,166059.48335564707,3940.5166443529306,1026 POE AVE,CollgCr
923400125,132000,128045.74104559506,3954.2589544049406,412 KEN MARIL RD,Mitchel
531452070,145000,141044.2689958529,3955.731004147092,1408 INDIANA AVE,SawyerW
535378080,128500,124543.63885297396,3956.3611470260366,1400 BURNETT AVE,OldTown
528376010,330000,326042.959253061,3957.0407469390193,3140 EVERGREEN RD,NoRidge
527450110,103400,99437.60291083138,3962.3970891686185,1425 TRUMAN PL,BrDale
902305090,87000,83036.8578766598,3963.142123340207,712 CLARK AVE,OldTown
527165230,185000,181035.95744449954,3964.042555500462,3720 COLUMBINE CIR,Gilbert
527450250,100000,96026.51042673651,3973.4895732634905,1317 TRUMAN PL,BrDale
534127140,162500,158514.39465135697,3985.605348643032,2644 CLEVELAND DR,NWAmes
527450150,113000,108984.50766025578,4015.492339744218,1409 TRUMAN PL,BrDale
902207140,105900,101879.65103578944,4020.348964210556,925 MAXWELL AVE,OldTown
535327160,116900,112868.58623077234,4031.4137692276563,127 16TH ST,NAmes
534431030,137000,132962.22149704344,4037.7785029565566,806 MURRAY DR,NAmes
903234090,123500,119459.7632026991,4040.236797300895,1023 GRAND AVE,OldTown
534401120,163500,159455.72818143637,4044.271818563633,1311 COOLIDGE DR,NAmes
527425140,120500,116454.16478837378,4045.835211626225,704 TOP O HOLLOW RD,NAmes
902402260,55000,50950.873585911875,4049.126414088125,822 CARROLL AVE,OldTown
908152290,171500,167431.4298793046,4068.5701206953963,403 BEEDLE DR,Edwards
527452070,146300,142230.71375806385,4069.286241936148,2951 NORTHWESTERN AVE,NPkVill
531375050,146000,141917.08652092362,4082.9134790763783,5419 KANSAS DR,SawyerW
535302140,130000,125901.84904868252,4098.150951317482,1812 CLARK AVE,NAmes
534428100,153000,148890.31523099553,4109.684769004467,821 NARLAND DR,NAmes
907227300,124900,120777.35629699154,4122.6437030084635,307 ROCKWELL AVE,CollgCr
909428120,217000,212871.73787125538,4128.262128744624,2003 GREENBRIAR CIR,Crawfor
907202160,147000,142866.3681538321,4133.631846167904,5027 EMERSON DR,CollgCr
905226030,108000,103861.32406095615,4138.675939043853,1217 SCOTT AVE,Sawyer
909277070,110000,105856.87527216849,4143.124727831513,425 BEACH AVE,Crawfor
908275130,130500,126336.7008617513,4163.299138248694,234 S FRANKLIN AVE,Edwards
923275200,124500,120331.28357645511,4168.716423544887,3827 MINNETONKA AVE,Mitchel
905226080,165250,161065.41559753416,4184.584402465844,1107 SCOTT AVE,Sawyer
535402140,172000,167810.916096591,4189.083903408988,1723 MAXWELL AVE,NAmes
528235020,179000,174808.5638152518,4191.436184748192,4005 BRICKMAN AVE,Gilbert
906223140,225000,220790.53061536938,4209.469384630618,1034 VERMONT CT,SawyerW
527302080,229000,224788.02562355154,4211.974376448459,3300 EISENHOWER AVE,NWAmes
527210060,377426,373213.1613024373,4212.838697562693,1401 PANORAMIC CT,StoneBr
