PID,Latitude,Longitude,GrLivArea,school_quality,nb_income,nb_appreciation,crime_rate,YearBuilt,FullBath,HalfBath,BedroomAbvGr,YearRemodAdd,OverallQual,OverallCond,LotArea,X1stFlrSF,X2ndFlrSF,TotalBsmtSF,KitchenQual,GarageQual,BsmtQual,SalePrice,Predicted,Delta,Prop_Addr,Neighborhood,Value
907203040,42.021766,-93.683356,894,3,7,9,1,1972,1,0,3,1972,5,7,9800,894,-,894,3,3,3,149900,203032.25744474577,-53132.257444745774,201 ROCKWELL AVE,CollgCr,undervalued
534400030,42.041346894343455,-93.62930602362958,1128,5,2,4,1,1963,2,0,3,1963,5,6,8700,1128,-,1120,3,3,3,155000,208220.57348312653,-53220.57348312653,1903 COOLIDGE DR,NAmes,undervalued
907200290,42.022127911694575,-93.68791956691226,1392,3,7,9,1,1977,1,1,3,1977,6,7,10900,689,703,689,3,3,4,161750,215040.68301005854,-53290.683010058536,103 SANDBURG CT,CollgCr,undervalued
535402120,42.040069331513095,-93.60759889784791,1716,5,2,4,1,1962,1,1,4,1962,6,6,9247,858,858,858,3,3,3,171000,224295.04896283557,-53295.04896283557,1809 MAXWELL AVE,NAmes,undervalued
534403440,42.04131004433642,-93.62774527117209,1440,5,2,4,1,1964,1,1,4,1964,5,6,9350,720,720,720,3,3,3,157500,210834.92263694556,-53334.92263694556,1924 BEL AIR DR,NAmes,undervalued
534127260,42.04868297959183,-93.63590975510205,1295,6,6,2,1,1968,1,1,3,1968,6,5,11700,1295,-,1295,3,3,4,164000,217348.89733297235,-53348.89733297235,2708 EISENHOWER AVE,NWAmes,undervalued
907420090,42.014522271441884,-93.68374009310392,1310,3,7,9,1,2005,2,0,3,2005,7,5,8767,1310,-,1310,4,3,4,164990,218466.8098458655,-53476.8098458655,922 POE AVE,CollgCr,undervalued
531375100,42.03779751992414,-93.69060626586594,1158,2,5,5,5,2004,1,1,3,2004,6,5,13072,1158,-,1158,4,3,4,158000,211506.17037414102,-53506.17037414102,5321 KANSAS DR,SawyerW,undervalued
528228460,42.061973426915145,-93.64277531399816,1145,10,5,6,5,2005,2,0,2,2006,7,5,3182,1145,-,1145,4,3,4,160200,213750.61432995085,-53550.614329950855,4108 BRICKMAN AVE,Blmngtn,undervalued
904302030,42.027850650000005,-93.65646003616536,1073,2,3,7,5,2004,2,0,2,2004,7,5,5500,1073,-,1073,3,3,4,157000,210745.17589634587,-53745.17589634587,2808 OAKLAND ST,SWISU,undervalued
903232090,42.031561363636364,-93.62259009090909,1573,5,6,5,0,1930,2,0,3,1992,5,7,6240,1128,445,1078,3,3,3,162900,216656.80039061533,-53756.80039061533,1019 ROOSEVELT AVE,BrkSide,undervalued
908186060,42.01896305872155,-93.66928372102704,1072,4,7,6,1,2005,1,0,2,2005,5,5,3675,1072,-,547,3,3,4,145000,198769.50551953854,-53769.505519538536,3833 MARIGOLD DR,Edwards,undervalued
531375040,42.03789478718914,-93.69152303149954,1114,2,5,5,5,2004,1,1,3,2005,7,5,13072,1114,-,1114,4,3,4,159000,212775.2072761093,-53775.207276109286,5425 KANSAS DR,SawyerW,undervalued
534428100,42.040302797857635,-93.62214108540458,1118,5,2,4,1,1960,1,0,3,2000,5,7,11332,1118,-,1118,4,3,3,153000,206793.43856380857,-53793.438563808566,821 NARLAND DR,NAmes,undervalued
527165100,42.05779515230231,-93.63787630845324,1482,10,5,6,5,1992,2,1,3,1992,7,5,9125,812,670,384,4,3,4,163900,217700.7273858996,-53800.727385899605,3724 EISENHOWER AVE,Gilbert,undervalued
526352090,42.05145469964584,-93.61846427481623,1277,5,2,4,1,1970,1,0,2,1970,7,5,10628,1277,-,1277,3,3,3,167000,220856.08759337987,-53856.08759337987,3010 KELLOGG AVE,NAmes,undervalued
905200490,42.03345587905148,-93.66934895944958,960,2,5,5,5,1965,0,0,0,2001,4,9,10246,960,-,648,3,3,3,145000,198973.22163619768,-53973.221636197675,1210 GARFIELD CIR,Sawyer,undervalued
535476370,42.03698187878788,-93.60480771717172,1611,5,2,4,1,1964,1,1,4,1964,6,6,9760,798,813,780,3,3,3,167900,221887.101453939,-53987.10145393899,1534 LINDEN DR,NAmes,undervalued
923251080,41.98863328632139,-93.60682177448565,1188,6,6,3,3,1962,1,0,3,1962,5,7,26142,1188,-,1188,3,3,3,157900,211934.76224445744,-54034.76224445744,3733 BLANSHAN DR,Mitchel,undervalued
527403040,42.05522161616162,-93.629059343434335,1026,5,2,4,1,1969,1,0,3,2005,6,8,7930,1026,-,1026,4,3,3,156000,210075.7603241062,-54075.7603241062,1406 JEFFERSON ST,NAmes,undervalued
907425010,42.016107,-93.683296,848,3,7,9,1,2004,1,0,1,2004,6,5,4426,848,-,848,4,3,4,149300,203512.92654316477,-54212.926543164765,4716 TWAIN ST,CollgCr,undervalued
534455080,42.03820447062935,-93.62704705046264,1433,5,2,4,1,1961,1,0,3,1990,5,6,9600,1433,-,1251,3,3,3,161000,215257.96872786537,-54257.96872786537,1304 16TH ST,NAmes,undervalued
534128100,42.04787,-93.6323818,1395,6,6,2,1,1972,1,1,3,1972,6,6,12936,735,660,723,3,3,3,162000,216299.39347700725,-54299.39347700725,1607 PIERCE CIR,NWAmes,undervalued
533217050,42.04694863364057,-93.64577722964749,1252,7,5,9,6,1999,2,1,2,2000,7,5,2160,624,628,600,4,3,4,160000,214307.89120208536,-54307.89120208536,2710 BRISTOL DR,Somerst,undervalued
534400050,42.040791,-93.629457,1516,5,2,4,1,1964,1,1,3,1964,6,6,10004,1516,-,1516,3,3,3,167000,221345.64770415775,-54345.647704157745,1827 COOLIDGE DR,NAmes,undervalued
527325240,42.054201817523875,-93.63046370018368,1211,6,6,2,1,1976,2,0,3,1976,6,5,13068,1211,-,1211,4,3,4,161000,215437.22154131584,-54437.22154131584,1502 BUCHANAN DR,NWAmes,undervalued
533253160,42.043463213483925,-93.64916910893866,1226,7,5,9,6,1978,1,0,1,1978,8,5,3876,1226,-,1226,4,3,4,170000,224445.41435443063,-54445.41435443063,2056 PINEHURST DR,Greens,undervalued
534126090,42.04795096657084,-93.63497935824894,1682,6,6,2,1,1970,2,0,3,1970,7,6,10400,1682,-,1304,3,3,3,174000,228470.5832709083,-54470.583270908304,2617 CLEVELAND DR,NWAmes,undervalued
527163080,42.058388942264706,-93.6378914226328,1187,10,5,6,5,1992,2,0,3,1993,7,5,9556,1187,-,1168,4,3,4,160000,214547.7480605275,-54547.74806052749,3804 EISENHOWER AVE,Gilbert,undervalued
908152110,42.01879497674418,-93.67513790697674,1398,4,7,6,1,1976,1,1,3,2001,6,7,7200,684,714,684,3,3,3,160500,215106.7758367129,-54606.77583671291,414 WELLONS DR,Edwards,undervalued
905103130,42.032344,-93.674315000000007,1064,2,5,5,5,1967,1,0,3,1967,5,6,11327,1064,-,1064,3,3,3,153600,208206.98466963926,-54606.98466963926,4101 ROSS RD,Sawyer,undervalued
905107110,42.03129138585015,-93.67151022351354,1373,2,5,5,5,1978,1,0,3,1978,5,5,7424,1373,-,1319,3,3,4,160250,215070.10706562572,-54820.10706562572,1009 MESA VERDE PL,Sawyer,undervalued
907425030,42.016114999484074,-93.68159884080997,848,3,7,9,1,2004,1,0,1,2004,6,5,4438,848,-,848,4,3,4,149000,203868.37704694815,-54868.37704694815,4636 TWAIN ST,CollgCr,undervalued
535153150,42.04484760847421,-93.61750528752938,1261,5,2,4,1,1958,1,0,3,1958,6,6,9120,1261,-,1261,3,3,3,163000,217886.54273973004,-54886.54273973004,2312 CLARK AVE,NAmes,undervalued
526302040,42.05357834520508,-93.61827582597934,1024,5,2,4,1,1956,1,0,2,1956,6,6,10533,1024,-,1008,4,3,3,157500,212434.65498029807,-54934.65498029807,3113 NORTHWOOD DR,NAmes,undervalued
534176140,42.042697198152425,-93.63172902384359,1093,6,6,2,1,1966,2,0,3,1966,6,7,10738,1093,-,1093,3,3,3,158500,213473.27586287432,-54973.27586287432,2102 HAYES AVE,NWAmes,undervalued
905107280,42.03134156628693,-93.67289230477071,1034,2,5,5,5,1978,1,0,3,1978,6,8,7703,1034,-,450,3,3,4,153000,208020.51467644516,-55020.514676445164,3914 ARKANSAS DR,Sawyer,undervalued
535104020,42.04781114704566,-93.61670524078161,1362,5,2,4,1,1961,1,1,3,1961,6,5,10197,1362,-,1362,3,3,3,163000,218045.05560907628,-55045.055609076284,2619 KELLOGG AVE,NAmes,undervalued
535453210,42.037273779743664,-93.60675880919582,1269,5,2,4,1,1960,1,1,3,1960,5,6,7931,1269,-,1269,3,3,3,155000,210054.71283472673,-55054.71283472673,1522 MAXWELL AVE,NAmes,undervalued
905107310,42.03157838556309,-93.6725030123201,1034,2,5,5,5,1978,1,0,3,1978,6,5,8014,1034,-,456,3,3,4,149900,204975.9353733664,-55075.9353733664,3903 ARKANSAS DR,Sawyer,undervalued
908151050,42.018735875,-93.67535741666667,1426,4,7,6,1,1977,1,1,3,1977,6,6,7950,698,728,690,3,3,3,159500,214620.40129572566,-55120.401295725664,417 WELLONS DR,Edwards,undervalued
535177100,42.04402128488845,-93.61250605741652,1336,5,2,4,1,1958,1,1,3,1958,6,6,9610,1336,-,1121,3,3,3,162000,217135.45321905505,-55135.45321905505,2136 DUFF AVE,NAmes,undervalued
527276150,42.05675269387755,-93.62326030612245,864,10,5,6,5,1951,1,0,2,1951,4,5,19138,864,-,864,3,3,3,141000,196153.2900727946,-55153.290072794596,917 TOP O HOLLOW RD,Gilbert,undervalued
534402140,42.04001564,-93.6277972,1154,5,2,4,1,1966,1,1,3,1966,5,6,11000,1154,-,1154,3,3,3,154000,209166.32709331578,-55166.32709331578,1824 ARTHUR CIR,NAmes,undervalued
531375120,42.03779282870747,-93.69055674746765,1114,2,5,5,5,2003,1,0,3,2004,6,5,13695,1114,-,1114,4,3,4,155000,210205.12611975742,-55205.12611975742,5311 KANSAS DR,SawyerW,undervalued
905226080,42.032744695031866,-93.6607222926868,1302,2,5,5,5,1940,1,1,2,1998,7,8,6960,798,504,680,4,3,3,165250,220545.43947141035,-55295.439471410355,1107 SCOTT AVE,Sawyer,undervalued
528222050,42.0622131258519,-93.64426567751813,1412,10,5,6,5,2006,2,1,3,2007,6,5,8499,616,796,616,4,3,4,156932,212299.48726896648,-55367.48726896648,4210 WELBECK DR,Gilbert,undervalued
909277090,42.01765605108048,-93.63967902197975,1273,2,3,7,5,1960,1,0,2,1960,5,4,14680,1273,-,1273,3,3,3,155000,210384.698971098,-55384.698971098,2007 KILDEE ST,Crawfor,undervalued
908186040,42.01896239856682,-93.6701125847686,1072,4,7,6,1,2005,1,0,2,2005,6,5,3675,1072,-,547,3,3,4,148000,203505.40311500436,-55505.40311500436,3905 MARIGOLD DR,Edwards,undervalued
527403310,42.0534156445612,-93.62931575139147,1422,5,2,4,1,1970,1,0,3,1990,5,6,9457,1422,-,925,3,3,3,155000,210587.53970022322,-55587.53970022322,1413 WHEELER ST,NAmes,undervalued
907200280,42.02217429156724,-93.68792628863292,1026,3,7,9,1,1977,1,1,3,2004,5,8,15240,1026,-,1026,3,3,4,150000,205608.26542875107,-55608.26542875107,108 SANDBURG CT,CollgCr,undervalued
907135080,42.019051859811746,-93.69251582177091,1097,3,7,9,1,1996,1,1,3,1996,5,5,16561,1097,-,1097,3,3,4,147900,203519.43698147015,-55619.43698147015,5454 FROST DR,CollgCr,undervalued
909278020,42.0118554,-93.6456983,1343,2,3,7,5,1921,1,1,3,1950,5,6,7681,820,523,731,3,2,3,154900,210592.16208986283,-55692.16208986283,602 ASH AVE,Crawfor,undervalued
906477110,42.02423292307692,-93.68243961538462,1052,4,6,8,0,1971,1,0,3,1971,6,7,8816,1052,-,1010,3,3,3,155000,210750.16069169785,-55750.16069169785,4804 WESTBEND DR,ClearCr,undervalued
905107320,42.03156547245381,-93.67234434223374,1386,2,5,5,5,1978,2,1,3,1978,6,5,11616,672,714,672,3,3,3,158900,214711.4114483759,-55811.411448375904,3909 ARKANSAS DR,Sawyer,undervalued
535453070,42.03602821212121,-93.60600470707071,1246,5,2,4,1,1959,1,1,3,1994,5,7,7500,1246,-,1246,4,3,3,154000,209912.59083987126,-55912.59083987126,1429 GLENDALE AVE,NAmes,undervalued
906201050,42.03290016411737,-93.68573364458287,1338,2,5,5,5,1983,1,1,2,1983,6,5,19255,1338,-,520,4,3,4,156500,212417.47905444482,-55917.47905444482,1141 OKLAHOMA DR,SawyerW,undervalued
531375140,42.037745,-93.690134,1094,2,5,5,5,2003,1,0,3,2004,5,5,12450,1094,-,1094,4,3,4,149000,204923.47137329495,-55923.471373294946,5225 KANSAS DR,SawyerW,undervalued
907201060,42.02122648824435,-93.68688367985106,985,3,7,9,1,1977,2,0,3,1977,5,8,8385,985,-,985,3,3,4,149900,205842.37040970722,-55942.37040970722,5124 SCHUBERT ST,CollgCr,undervalued
907202050,42.01961,-93.685229,1040,3,7,9,1,1977,2,0,3,2008,5,7,8800,1040,-,1040,4,3,4,150500,206470.72671840925,-55970.72671840925,5020 EMERSON DR,CollgCr,undervalued
534252240,42.04317080845566,-93.62574447558183,1342,6,6,2,1,1967,2,0,3,1967,6,5,9790,1342,-,1372,3,3,3,161500,217474.61992553825,-55974.61992553825,2116 NORTHWESTERN AVE,NWAmes,undervalued
531453010,42.034671747183744,-93.6849951387715,1097,2,5,5,5,1984,2,0,3,1985,6,5,9672,1097,-,1040,3,3,4,152000,207984.9755806337,-55984.975580633705,1304 ILLINOIS AVE,SawyerW,undervalued
534250335,42.04470455277747,-93.62980991056969,1670,6,6,2,1,1971,1,1,4,1971,7,6,13355,845,825,825,3,3,4,170000,226005.73571715353,-56005.735717153526,2313 MCKINLEY CIR,NWAmes,undervalued
535301150,42.0382469,-93.6185178,1050,5,2,4,1,1954,1,0,3,2000,6,8,8092,1050,-,1050,4,3,3,156000,212009.9453765486,-56009.945376548596,1904 WILSON AVE,NAmes,undervalued
534401120,42.0392109,-93.6294784,1200,5,2,4,1,1966,2,0,3,1966,7,6,8800,1200,-,1174,3,3,3,163500,219513.68538558204,-56013.68538558204,1311 COOLIDGE DR,NAmes,undervalued
905106140,42.02984275524341,-93.67670051724056,1352,2,5,5,5,1969,1,1,4,1969,6,7,9364,663,689,663,3,3,3,158000,214014.24973997823,-56014.24973997823,806 ARIZONA AVE,Sawyer,undervalued
527378010,42.04959968595626,-93.63141419607622,1103,6,6,2,1,1974,2,0,3,1974,6,6,10000,1103,-,1103,3,3,3,155000,211086.589913771,-56086.58991377099,1608 JACKSON DR,NWAmes,undervalued
923227030,41.99331178787879,-93.60138639393939,1160,6,6,3,3,1968,1,0,3,1968,5,6,17979,1160,-,1113,4,3,3,152500,208657.8085167343,-56157.80851673431,3207 JEWEL CIR,Mitchel,undervalued
907135050,42.01904550069909,-93.69219595401574,990,3,7,9,1,1994,1,0,3,1994,5,7,8428,990,-,990,3,3,4,146000,202163.91519539565,-56163.915195395646,5440 FROST DR,CollgCr,undervalued
905101450,42.033396918367345,-93.67536573469388,1068,2,5,5,5,1963,1,0,3,2003,6,8,8414,1068,-,1059,3,3,3,154500,210673.7992856537,-56173.79928565369,1208 ARIZONA AVE,Sawyer,undervalued
535179060,42.04398683020316,-93.61312859600518,1392,5,2,4,1,1957,1,1,3,1957,6,5,11900,1392,-,1392,3,3,3,166000,222248.76641477435,-56248.76641477435,202 22ND ST,NAmes,undervalued
534275060,42.043157545707366,-93.62321486965608,894,5,2,4,1,1960,1,0,2,1960,4,7,7436,894,-,894,3,3,3,141500,197844.44169693274,-56344.44169693274,2103 MELROSE AVE,NAmes,undervalued
907201160,42.02016451037359,-93.68687632879237,1388,3,7,9,1,1977,1,1,3,1977,6,6,8340,686,702,675,3,3,4,157500,213900.5713294809,-56400.57132948091,5121 EMERSON DR,CollgCr,undervalued
527402250,42.054583217391304,-93.62643386956522,1078,5,2,4,1,1971,1,1,3,2008,5,6,12537,1078,-,1078,3,3,3,149900,206324.1182209846,-56424.11822098459,1115 GARNER CIR,NAmes,undervalued
535152150,42.04291583082946,-93.61760893209153,1700,5,2,4,1,1959,1,1,4,1959,5,5,10552,1700,-,1398,4,3,3,165500,222017.9045593472,-56517.9045593472,2026 JENSEN AVE,NAmes,undervalued
534403280,42.03851289795919,-93.62673348979591,1251,5,2,4,1,1964,1,0,3,1964,6,6,8800,1251,-,1251,3,3,3,160000,216541.91122822574,-56541.91122822574,1618 BEL AIR DR,NAmes,undervalued
910226040,42.02131630612245,-93.62510124489796,1955,6,6,3,0,1958,2,0,4,1958,5,5,9000,1151,804,1151,3,3,3,165500,222086.3701731182,-56586.370173118194,220 S MAPLE AVE,IDOTRR,undervalued
535453180,42.03708595663889,-93.60675207316099,1242,5,2,4,1,1960,1,1,3,1960,5,5,7903,1242,-,1242,3,3,3,152000,208598.6009581137,-56598.600958113704,1506 MAXWELL AVE,NAmes,undervalued
533212060,42.047554433193056,-93.644926896477,1236,7,5,9,6,2005,2,1,2,2005,6,5,2544,600,636,600,4,3,4,152000,208748.4923121257,-56748.49231212569,2621 STANGE RD,Somerst,undervalued
907135260,42.01915969974403,-93.69167725063991,990,3,7,9,1,1994,1,0,3,1995,5,5,9245,990,-,990,3,3,4,145000,201781.3462240451,-56781.34622404509,5418 FROST DR,CollgCr,undervalued
534252270,42.04404295929859,-93.62576579920582,1978,6,6,2,1,1968,2,1,4,1968,7,5,9900,1098,880,832,3,3,3,176000,232797.88083137447,-56797.88083137447,2218 NORTHWESTERN AVE,NWAmes,undervalued
531363010,42.03771545869594,-93.69140194782878,1218,2,5,5,5,2007,1,1,3,2007,7,6,9605,1218,-,1218,4,3,4,159000,215823.0319817957,-56823.031981795706,5406 KANSAS DR,SawyerW,undervalued
908128110,42.018990459199266,-93.67187315915312,1656,4,7,6,1,2003,2,1,3,2004,7,5,6931,760,896,746,4,3,4,165400,222246.27361294275,-56846.27361294275,4023 MARIGOLD DR,Edwards,undervalued
905200510,42.0336325176661,-93.66938175037308,1228,2,5,5,5,1966,1,1,3,2006,5,6,8544,1228,-,1228,4,3,3,149350,206230.94486367688,-56880.94486367688,1219 GARFIELD CIR,Sawyer,undervalued
531452140,42.03637109386144,-93.68624166123048,1199,2,5,5,5,1993,2,0,2,1993,6,5,7892,1199,-,1199,4,3,4,153900,210816.73760541953,-56916.737605419534,1510 INDIANA AVE,SawyerW,undervalued
534275170,42.04216255555556,-93.62367055555556,958,5,2,4,1,1960,1,0,2,1998,6,8,12772,958,-,958,3,3,3,151500,208466.56699747982,-56966.56699747982,2009 ROOSEVELT CIR,NAmes,undervalued
908208020,42.0190848,-93.6676053,1121,4,7,6,1,2003,2,0,2,2004,4,5,8546,1121,-,1121,3,3,4,140000,196986.6219753634,-56986.62197536341,301 SUNFLOWER DR,Edwards,undervalued
902100110,42.0382469,-93.6185178,2014,5,6,5,0,1900,2,0,5,2005,5,8,9856,1007,1007,716,3,3,2,169000,225995.42948795648,-56995.429487956484,1203 WILSON AVE,OldTown,undervalued
907290250,42.01627218093503,-93.68213896517913,848,3,7,9,1,2004,1,0,1,2004,6,5,4426,848,-,848,4,3,4,145000,202005.60626401237,-57005.60626401237,4717 TWAIN ST,CollgCr,undervalued
527402220,42.05470832653061,-93.62648085714287,1002,5,2,4,1,1970,1,0,3,1970,5,6,8750,1002,-,1002,3,3,3,148500,205588.2158755032,-57088.2158755032,3316 GARNER AVE,NAmes,undervalued
534202130,42.0472465,-93.6261179,912,5,2,4,1,1965,1,0,2,2008,5,8,8872,912,-,912,4,3,3,147000,204111.1851498607,-57111.185149860714,1206 26TH ST,NAmes,undervalued
528228465,42.061914770361355,-93.643012967421825,1266,10,5,6,5,2007,2,0,2,2007,7,5,3182,1266,-,1266,4,3,4,159895,217023.53089325991,-57128.530893259915,4105 BRICKMAN AVE,Blmngtn,undervalued
531382110,42.03586941394644,-93.68920687419867,1680,2,5,5,5,1993,2,1,3,1994,6,5,8480,886,794,886,4,3,4,163000,220150.41648039164,-57150.416480391636,5220 MARYLAND ST,SawyerW,undervalued
527158090,42.05960509552833,-93.63626510175811,1694,10,5,6,5,1994,2,1,3,1994,6,5,10147,924,770,392,3,3,4,160000,217164.10575138597,-57164.10575138597,3928 BROOKDALE CIR,Gilbert,undervalued
909428110,42.0134524,-93.6396547,1336,2,3,7,5,1953,1,0,2,1953,5,5,15750,1336,-,1165,3,3,3,157000,214165.16284852952,-57165.16284852952,2004 MCCARTHY RD,Crawfor,undervalued
527226010,42.059266307028636,-93.62217083904109,2320,10,5,6,5,1948,2,0,2,1950,5,6,14762,1547,720,0,3,3,-,169000,226215.74641902972,-57215.74641902972,3906 DAWES DR,Gilbert,undervalued
923230010,41.9882466,-93.6027426,1432,6,6,3,3,1977,1,1,3,1977,5,7,8286,716,716,716,3,3,4,157000,214280.26570599413,-57280.26570599413,601 GARDEN RD,Mitchel,undervalued
534129230,42.04817947474747,-93.630294,1790,6,6,2,1,1972,1,2,4,1972,6,5,10400,1012,778,732,3,3,3,165150,222529.26918314837,-57379.26918314837,2705 HOOVER AVE,NWAmes,undervalued
535457020,42.034773,-93.60598114285713,1377,5,2,4,1,1960,1,0,3,1960,5,5,8000,1377,-,1377,3,3,3,156500,214146.2419882445,-57646.241988244496,1315 GLENDALE AVE,NAmes,undervalued
527359030,42.04964781107426,-93.63524797694907,1444,6,6,2,1,1976,2,0,2,1976,6,5,10400,1444,-,1444,3,3,3,159900,217693.14284292984,-57793.14284292984,2826 MONROE DR,NWAmes,undervalued
905100030,42.033563755102044,-93.67558720408164,1382,2,5,5,5,1963,1,1,3,1979,4,5,11235,1382,-,1051,3,3,3,148000,205882.755722528,-57882.755722528,1225 ARIZONA AVE,Sawyer,undervalued
533210060,42.04870900198112,-93.6451036585535,1200,7,5,9,6,2004,2,1,2,2004,7,5,3215,600,600,600,4,3,4,155000,212971.66480607397,-57971.66480607397,2706 NORTHRIDGE PKWY,Somerst,undervalued
527165020,42.05693463265306,-93.63764908163266,1472,10,5,6,5,1991,2,1,3,1992,7,5,10784,802,670,384,4,3,4,160000,217991.79798808083,-57991.79798808083,2012 TAYLOR CIR,Gilbert,undervalued
907135040,42.01895888272266,-93.69170105482748,1097,3,7,9,1,1994,1,1,3,1995,5,5,10859,1097,-,1097,3,3,4,145000,202993.7347797351,-57993.734779735096,5421 FROST DR,CollgCr,undervalued
903401030,42.027913299999994,-93.62575915436877,1716,5,6,5,0,1915,2,0,4,2004,6,4,9144,1170,546,810,4,3,3,162500,220495.77593402943,-57995.77593402943,701 RIDGEWOOD AVE,BrkSide,undervalued
909426090,42.01495149750324,-93.6412334778419,1523,2,3,7,5,1949,2,0,3,2005,5,7,15600,986,537,1067,2,3,3,158000,215996.96374986076,-57996.96374986076,2105 FRILEY RD,Crawfor,undervalued
905100080,42.032483676570315,-93.67559582618263,1452,2,5,5,5,1964,1,0,2,1980,5,5,11235,1452,-,1420,3,3,4,158450,216489.50030977983,-58039.50030977983,1127 ARIZONA AVE,Sawyer,undervalued
535477060,42.03734973435483,-93.60367614147805,1348,5,2,4,1,1966,1,1,3,1966,6,5,7590,660,688,660,3,3,3,155000,213068.39214542572,-58068.39214542572,1512 MEADOWLANE AVE,NAmes,undervalued
526302120,42.05285252734815,-93.61867770937495,1797,5,2,4,1,1957,1,1,3,1957,5,5,11765,1797,-,1617,3,3,3,169000,227146.72576041048,-58146.72576041048,627 RIVER OAK DR,NAmes,undervalued
905227050,42.033383,-93.660485,1350,2,5,5,5,1941,1,1,2,1973,5,7,8375,864,486,576,4,3,3,152400,210557.27679961306,-58157.27679961306,1202 SCOTT AVE,Sawyer,undervalued
908186080,42.018961358192975,-93.66919161672237,1072,4,7,6,1,2005,1,0,2,2006,6,5,3675,1072,-,547,3,3,4,145500,203680.34044708114,-58180.34044708114,3825 MARIGOLD DR,Edwards,undervalued
535426260,42.03876387482974,-93.6057927895483,1253,5,2,4,1,1960,1,1,2,1960,6,5,10920,1253,-,1253,3,3,3,157000,215182.7659229663,-58182.7659229663,1605 CRESTWOOD CIR,NAmes,undervalued
531453140,42.035634898410905,-93.68522470040688,884,2,5,5,5,1983,1,0,2,1983,5,7,9180,884,-,840,4,3,4,144000,202240.045337492,-58240.04533749199,1501 ILLINOIS AVE,SawyerW,undervalued
527427160,42.05488151341967,-93.62498566826035,1337,5,2,4,1,2001,2,0,2,2001,6,5,4113,1337,-,1337,4,3,4,155000,213265.95615032435,-58265.956150324346,3315 POLARIS DR,NAmes,undervalued
907125080,42.02207108163265,-93.69203789795918,1100,3,7,9,1,1996,1,1,3,1996,5,6,13015,1100,-,1100,3,3,4,145000,203288.78277432924,-58288.782774329244,5402 SCHUBERT ST,CollgCr,undervalued
905300080,42.02890321194663,-93.676399360278,894,2,5,5,5,1974,1,0,3,1974,5,5,13350,894,-,864,3,3,3,142500,200811.82343563953,-58311.823435639526,733 ARIZONA AVE,Sawyer,undervalued
534403040,42.04194211111111,-93.62771055555555,1302,5,2,4,1,1964,2,0,3,1991,6,7,9350,1302,-,1302,4,3,4,158000,216355.30683449242,-58355.306834492425,1310 20TH ST,NAmes,undervalued
535178120,42.042333993501046,-93.61584383687811,1382,5,2,4,1,1955,1,0,3,1955,5,5,8750,1382,-,1382,4,3,3,153000,211387.13994137672,-58387.13994137672,2018 BURNETT AVE,NAmes,undervalued
533253060,42.04292843701024,-93.64930738305368,788,7,5,9,6,1980,1,0,1,1980,8,5,4420,788,-,728,4,3,4,155000,213411.3702333838,-58411.37023338379,2020 PINEHURST DR,Greens,undervalued
526352080,42.051405219787505,-93.61846536488973,1587,5,2,4,1,1971,2,0,3,1971,6,6,10667,1587,-,1587,3,3,3,167300,225753.46945283766,-58453.46945283766,3006 KELLOGG AVE,NAmes,undervalued
535176100,42.04435263296085,-93.61330526592171,1570,5,2,4,1,1958,1,0,3,1958,6,6,13200,1570,-,1395,3,3,3,166800,225270.804765514,-58470.80476551401,2222 DUFF AVE,NAmes,undervalued
907290180,42.016283422984316,-93.68125140538807,848,3,7,9,1,2003,1,0,1,2004,6,5,4435,848,-,848,4,3,4,144000,202525.57757385416,-58525.577573854156,4629 TWAIN ST,CollgCr,undervalued
909179020,42.016058,-93.651777,3082,2,3,7,5,1920,2,1,5,1970,7,3,15863,1687,998,824,3,3,3,197000,255542.39681951405,-58542.39681951405,601 HAYWARD AVE,SWISU,undervalued
533236060,42.04715859051474,-93.6417944783108,1586,7,5,9,6,1999,2,1,3,1999,8,5,2645,962,624,960,4,3,4,170000,228572.7957963288,-58572.795796328806,2508 BRISTOL DR,Somerst,undervalued
535105110,42.04681067442588,-93.61572146125864,1254,5,2,4,1,1961,1,0,3,1961,6,5,9600,1254,-,1218,3,3,3,158500,217078.7816449739,-58578.781644973904,2511 KELLOGG AVE,NAmes,undervalued
534175100,42.04354439370992,-93.63261046652536,1334,6,6,2,1,1967,2,0,3,1967,7,6,10140,1334,-,1334,3,3,3,164500,223083.84460814664,-58583.84460814664,2207 HAYES AVE,NWAmes,undervalued
534477270,42.03708534557202,-93.62352184046208,1661,5,2,4,1,1955,1,0,3,1996,6,6,9600,1661,-,992,4,3,3,165500,224118.28231839585,-58618.28231839585,1504 MARSTON AVE,NAmes,undervalued
531375090,42.03779939641082,-93.69062607322525,1114,2,5,5,5,2004,1,1,3,2004,5,5,13072,1114,-,1114,4,-,4,142000,200668.76294775814,-58668.762947758136,5325 KANSAS DR,SawyerW,undervalued
907135020,42.01909123815859,-93.69137515829989,1099,3,7,9,1,1995,1,1,3,2006,5,6,9525,1099,-,1099,4,3,4,144000,202671.6716834568,-58671.67168345681,5409 FROST DR,CollgCr,undervalued
534126060,42.048146908069796,-93.63450573518459,1920,6,6,2,1,1968,3,0,4,1992,7,6,10192,1222,698,570,4,3,3,170000,228789.65587959465,-58789.65587959465,2645 CLEVELAND DR,NWAmes,undervalued
