PID,GrLivArea,school_quality,nb_income,nb_appreciation,crime_rate,YearBuilt,FullBath,HalfBath,BedroomAbvGr,YearRemodAdd,OverallQual,OverallCond,LotArea,X1stFlrSF,X2ndFlrSF,TotalBsmtSF,KitchenQual,GarageQual,BsmtQual,SalePrice,Predicted,Delta,Prop_Addr,Neighborhood
531475220,1882,2,5,5,5,1981,2,0,4,1981,6,7,8250,964,918,0,3,3,-,160000,219903.15541962933,-59903.15541962933,1404 IDAHO AVE,SawyerW
535353050,1647,5,2,4,1,1953,1,0,3,1953,4,6,9532,1647,-,1105,3,3,3,153000,212845.63250996807,-59845.63250996807,1325 WILSON AVE,NAmes
531452100,1217,2,5,5,5,1991,2,0,2,1991,6,5,7175,1217,-,1217,4,3,4,151000,210843.34565232176,-59843.34565232176,1420 INDIANA AVE,SawyerW
534476150,1644,5,2,4,1,1953,1,0,3,1953,6,5,9600,1644,-,1416,3,3,3,167000,226771.6708771013,-59771.67087710131,1315 MARSTON AVE,NAmes
923276180,816,6,6,3,3,1983,1,0,2,1983,5,7,11625,816,-,816,3,3,4,139000,198749.08940429575,-59749.08940429575,636 GARDEN RD,Mitchel
533212100,1200,7,5,9,6,2005,2,1,2,2005,7,5,3180,520,600,600,4,3,4,151000,210739.12864059658,-59739.12864059658,2611 STANGE RD,Somerst
902201140,1122,5,6,5,0,1948,1,0,2,2005,5,7,12000,1122,-,924,4,3,3,147000,206665.02242448574,-59665.02242448574,1226 CARROLL AVE,OldTown
527375210,1193,6,6,2,1,1975,2,0,3,1975,7,5,11050,1193,-,1176,3,3,3,158000,217655.97431648264,-59655.974316482636,1500 TRUMAN DR,NWAmes
535151040,1144,5,2,4,1,1956,1,0,3,1956,5,7,8760,1144,-,1169,3,3,3,150000,209634.74965654052,-59634.749656540516,2203 JENSEN AVE,NAmes
528290190,1430,10,5,6,5,1999,2,1,3,2000,7,5,7750,774,656,384,3,3,4,156000,215566.57908971727,-59566.57908971727,2408 WELBECK DR,Gilbert
902102060,1539,5,6,5,0,1904,2,0,3,2002,5,8,10440,958,581,650,4,4,3,157500,216961.07401418465,-59461.07401418465,1211 BURNETT AVE,OldTown
907290240,848,3,7,9,1,2004,1,0,1,2004,6,5,4426,848,-,848,4,3,4,143000,202459.5763657113,-59459.57636571131,4715 TWAIN ST,CollgCr
527455280,1120,5,2,4,1,1966,1,0,3,2004,5,7,10710,1120,-,864,3,3,3,148800,208252.75451057425,-59452.75451057425,2810 NORTHWESTERN AVE,NAmes
534429130,1248,5,2,4,1,1960,1,0,3,1960,5,7,10800,1248,-,1248,3,3,3,151500,210929.3357266588,-59429.335726658814,808 NARLAND DR,NAmes
905201020,960,2,5,5,5,1963,1,0,3,2003,5,8,9239,960,-,960,4,3,3,144900,204277.37410584436,-59377.374105844356,3412 ONTARIO ST,Sawyer
533236050,1739,7,5,9,6,1999,2,1,3,2000,8,5,2645,983,756,970,4,3,4,172500,231848.44213624796,-59348.44213624796,2510 BRISTOL DR,Somerst
535457070,1150,5,2,4,1,1961,1,0,3,1961,5,4,7000,1150,-,1150,3,3,3,146000,205297.32577165533,-59297.325771655334,1314 MAXWELL AVE,NAmes
534428020,1100,5,2,4,1,1960,1,0,3,1960,4,5,12493,1100,-,1100,3,3,3,141000,200232.5105931924,-59232.51059319239,812 HUNZIKER DR,NAmes
905104110,992,2,5,5,5,1967,1,0,3,2005,5,7,10265,992,-,992,4,3,3,145000,204204.118975572,-59204.118975572,925 YUMA AVE,Sawyer
907425035,848,3,7,9,1,2004,1,0,1,2004,6,5,4438,848,-,848,4,3,4,144500,203661.3225160809,-59161.322516080894,4634 TWAIN ST,CollgCr
535425050,1472,5,2,4,1,1959,2,0,2,1959,7,5,11650,1472,-,0,4,3,-,157500,216629.58861301915,-59129.58861301915,432 E 20TH ST,NAmes
535403280,1306,5,2,4,1,1957,1,0,2,2000,5,7,8712,1306,-,992,3,3,3,153000,212109.62739372897,-59109.627393728966,1640 CARROLL AVE,NAmes
534427140,1327,5,2,4,1,1959,1,0,3,2002,5,6,7388,1327,-,1063,4,3,3,150750,209830.44218986479,-59080.442189864785,1922 ROOSEVELT AVE,NAmes
903226060,1672,5,6,5,0,1940,1,1,3,1989,6,7,6000,1014,658,981,4,3,3,164900,223968.06296173207,-59068.06296173207,1209 MARSTON AVE,BrkSide
532353050,912,2,5,5,5,1962,1,0,2,1962,5,6,12968,912,-,912,3,3,3,144000,202926.50429151172,-58926.50429151172,1323 ARIZONA AVE,Sawyer
905403150,1094,4,7,6,1,1953,1,0,3,1953,6,5,10452,1094,-,1094,3,3,3,155000,213872.64583794927,-58872.64583794927,430 OLIVER AVE,Edwards
909177120,1424,2,3,7,5,1921,2,0,2,1950,7,8,7290,1424,-,1228,3,3,3,168000,226862.45050708245,-58862.45050708245,538 HAYWARD AVE,SWISU
905225090,2071,4,6,8,0,1956,1,1,4,1956,5,5,15584,2071,-,825,3,3,3,165000,223843.96849658946,-58843.968496589456,3309 ROSS RD,ClearCr
907290170,848,3,7,9,1,2003,1,0,1,2003,6,5,4435,848,-,848,4,3,4,143750,202564.21586087006,-58814.215860870056,4625 TWAIN ST,CollgCr
534126060,1920,6,6,2,1,1968,3,0,4,1992,7,6,10192,1222,698,570,4,3,3,170000,228789.65587959465,-58789.65587959465,2645 CLEVELAND DR,NWAmes
907135020,1099,3,7,9,1,1995,1,1,3,2006,5,6,9525,1099,-,1099,4,3,4,144000,202671.6716834568,-58671.67168345681,5409 FROST DR,CollgCr
531375090,1114,2,5,5,5,2004,1,1,3,2004,5,5,13072,1114,-,1114,4,-,4,142000,200668.76294775814,-58668.762947758136,5325 KANSAS DR,SawyerW
534477270,1661,5,2,4,1,1955,1,0,3,1996,6,6,9600,1661,-,992,4,3,3,165500,224118.28231839585,-58618.28231839585,1504 MARSTON AVE,NAmes
534175100,1334,6,6,2,1,1967,2,0,3,1967,7,6,10140,1334,-,1334,3,3,3,164500,223083.84460814664,-58583.84460814664,2207 HAYES AVE,NWAmes
535105110,1254,5,2,4,1,1961,1,0,3,1961,6,5,9600,1254,-,1218,3,3,3,158500,217078.7816449739,-58578.781644973904,2511 KELLOGG AVE,NAmes
533236060,1586,7,5,9,6,1999,2,1,3,1999,8,5,2645,962,624,960,4,3,4,170000,228572.7957963288,-58572.795796328806,2508 BRISTOL DR,Somerst
909179020,3082,2,3,7,5,1920,2,1,5,1970,7,3,15863,1687,998,824,3,3,3,197000,255542.39681951405,-58542.39681951405,601 HAYWARD AVE,SWISU
907290180,848,3,7,9,1,2003,1,0,1,2004,6,5,4435,848,-,848,4,3,4,144000,202525.57757385416,-58525.577573854156,4629 TWAIN ST,CollgCr
535176100,1570,5,2,4,1,1958,1,0,3,1958,6,6,13200,1570,-,1395,3,3,3,166800,225270.804765514,-58470.80476551401,2222 DUFF AVE,NAmes
526352080,1587,5,2,4,1,1971,2,0,3,1971,6,6,10667,1587,-,1587,3,3,3,167300,225753.46945283766,-58453.46945283766,3006 KELLOGG AVE,NAmes
533253060,788,7,5,9,6,1980,1,0,1,1980,8,5,4420,788,-,728,4,3,4,155000,213411.3702333838,-58411.37023338379,2020 PINEHURST DR,Greens
535178120,1382,5,2,4,1,1955,1,0,3,1955,5,5,8750,1382,-,1382,4,3,3,153000,211387.13994137672,-58387.13994137672,2018 BURNETT AVE,NAmes
534403040,1302,5,2,4,1,1964,2,0,3,1991,6,7,9350,1302,-,1302,4,3,4,158000,216355.30683449242,-58355.306834492425,1310 20TH ST,NAmes
905300080,894,2,5,5,5,1974,1,0,3,1974,5,5,13350,894,-,864,3,3,3,142500,200811.82343563953,-58311.823435639526,733 ARIZONA AVE,Sawyer
907125080,1100,3,7,9,1,1996,1,1,3,1996,5,6,13015,1100,-,1100,3,3,4,145000,203288.78277432924,-58288.782774329244,5402 SCHUBERT ST,CollgCr
527427160,1337,5,2,4,1,2001,2,0,2,2001,6,5,4113,1337,-,1337,4,3,4,155000,213265.95615032435,-58265.956150324346,3315 POLARIS DR,NAmes
531453140,884,2,5,5,5,1983,1,0,2,1983,5,7,9180,884,-,840,4,3,4,144000,202240.045337492,-58240.04533749199,1501 ILLINOIS AVE,SawyerW
535426260,1253,5,2,4,1,1960,1,1,2,1960,6,5,10920,1253,-,1253,3,3,3,157000,215182.7659229663,-58182.7659229663,1605 CRESTWOOD CIR,NAmes
908186080,1072,4,7,6,1,2005,1,0,2,2006,6,5,3675,1072,-,547,3,3,4,145500,203680.34044708114,-58180.34044708114,3825 MARIGOLD DR,Edwards
905227050,1350,2,5,5,5,1941,1,1,2,1973,5,7,8375,864,486,576,4,3,3,152400,210557.27679961306,-58157.27679961306,1202 SCOTT AVE,Sawyer
526302120,1797,5,2,4,1,1957,1,1,3,1957,5,5,11765,1797,-,1617,3,3,3,169000,227146.72576041048,-58146.72576041048,627 RIVER OAK DR,NAmes
535477060,1348,5,2,4,1,1966,1,1,3,1966,6,5,7590,660,688,660,3,3,3,155000,213068.39214542572,-58068.39214542572,1512 MEADOWLANE AVE,NAmes
905100080,1452,2,5,5,5,1964,1,0,2,1980,5,5,11235,1452,-,1420,3,3,4,158450,216489.50030977983,-58039.50030977983,1127 ARIZONA AVE,Sawyer
909426090,1523,2,3,7,5,1949,2,0,3,2005,5,7,15600,986,537,1067,2,3,3,158000,215996.96374986076,-57996.96374986076,2105 FRILEY RD,Crawfor
903401030,1716,5,6,5,0,1915,2,0,4,2004,6,4,9144,1170,546,810,4,3,3,162500,220495.77593402943,-57995.77593402943,701 RIDGEWOOD AVE,BrkSide
907135040,1097,3,7,9,1,1994,1,1,3,1995,5,5,10859,1097,-,1097,3,3,4,145000,202993.7347797351,-57993.734779735096,5421 FROST DR,CollgCr
527165020,1472,10,5,6,5,1991,2,1,3,1992,7,5,10784,802,670,384,4,3,4,160000,217991.79798808083,-57991.79798808083,2012 TAYLOR CIR,Gilbert
533210060,1200,7,5,9,6,2004,2,1,2,2004,7,5,3215,600,600,600,4,3,4,155000,212971.66480607397,-57971.66480607397,2706 NORTHRIDGE PKWY,Somerst
905100030,1382,2,5,5,5,1963,1,1,3,1979,4,5,11235,1382,-,1051,3,3,3,148000,205882.755722528,-57882.755722528,1225 ARIZONA AVE,Sawyer
527359030,1444,6,6,2,1,1976,2,0,2,1976,6,5,10400,1444,-,1444,3,3,3,159900,217693.14284292984,-57793.14284292984,2826 MONROE DR,NWAmes
535457020,1377,5,2,4,1,1960,1,0,3,1960,5,5,8000,1377,-,1377,3,3,3,156500,214146.2419882445,-57646.241988244496,1315 GLENDALE AVE,NAmes
534129230,1790,6,6,2,1,1972,1,2,4,1972,6,5,10400,1012,778,732,3,3,3,165150,222529.26918314837,-57379.26918314837,2705 HOOVER AVE,NWAmes
923230010,1432,6,6,3,3,1977,1,1,3,1977,5,7,8286,716,716,716,3,3,4,157000,214280.26570599413,-57280.26570599413,601 GARDEN RD,Mitchel
527226010,2320,10,5,6,5,1948,2,0,2,1950,5,6,14762,1547,720,0,3,3,-,169000,226215.74641902972,-57215.74641902972,3906 DAWES DR,Gilbert
909428110,1336,2,3,7,5,1953,1,0,2,1953,5,5,15750,1336,-,1165,3,3,3,157000,214165.16284852952,-57165.16284852952,2004 MCCARTHY RD,Crawfor
527158090,1694,10,5,6,5,1994,2,1,3,1994,6,5,10147,924,770,392,3,3,4,160000,217164.10575138597,-57164.10575138597,3928 BROOKDALE CIR,Gilbert
531382110,1680,2,5,5,5,1993,2,1,3,1994,6,5,8480,886,794,886,4,3,4,163000,220150.41648039164,-57150.416480391636,5220 MARYLAND ST,SawyerW
528228465,1266,10,5,6,5,2007,2,0,2,2007,7,5,3182,1266,-,1266,4,3,4,159895,217023.53089325991,-57128.530893259915,4105 BRICKMAN AVE,Blmngtn
534202130,912,5,2,4,1,1965,1,0,2,2008,5,8,8872,912,-,912,4,3,3,147000,204111.1851498607,-57111.185149860714,1206 26TH ST,NAmes
527402220,1002,5,2,4,1,1970,1,0,3,1970,5,6,8750,1002,-,1002,3,3,3,148500,205588.2158755032,-57088.2158755032,3316 GARNER AVE,NAmes
907290250,848,3,7,9,1,2004,1,0,1,2004,6,5,4426,848,-,848,4,3,4,145000,202005.60626401237,-57005.60626401237,4717 TWAIN ST,CollgCr
902100110,2014,5,6,5,0,1900,2,0,5,2005,5,8,9856,1007,1007,716,3,3,2,169000,225995.42948795648,-56995.429487956484,1203 WILSON AVE,OldTown
908208020,1121,4,7,6,1,2003,2,0,2,2004,4,5,8546,1121,-,1121,3,3,4,140000,196986.6219753634,-56986.62197536341,301 SUNFLOWER DR,Edwards
534275170,958,5,2,4,1,1960,1,0,2,1998,6,8,12772,958,-,958,3,3,3,151500,208466.56699747982,-56966.56699747982,2009 ROOSEVELT CIR,NAmes
531452140,1199,2,5,5,5,1993,2,0,2,1993,6,5,7892,1199,-,1199,4,3,4,153900,210816.73760541953,-56916.737605419534,1510 INDIANA AVE,SawyerW
905200510,1228,2,5,5,5,1966,1,1,3,2006,5,6,8544,1228,-,1228,4,3,3,149350,206230.94486367688,-56880.94486367688,1219 GARFIELD CIR,Sawyer
908128110,1656,4,7,6,1,2003,2,1,3,2004,7,5,6931,760,896,746,4,3,4,165400,222246.27361294275,-56846.27361294275,4023 MARIGOLD DR,Edwards
531363010,1218,2,5,5,5,2007,1,1,3,2007,7,6,9605,1218,-,1218,4,3,4,159000,215823.0319817957,-56823.031981795706,5406 KANSAS DR,SawyerW
534252270,1978,6,6,2,1,1968,2,1,4,1968,7,5,9900,1098,880,832,3,3,3,176000,232797.88083137447,-56797.88083137447,2218 NORTHWESTERN AVE,NWAmes
907135260,990,3,7,9,1,1994,1,0,3,1995,5,5,9245,990,-,990,3,3,4,145000,201781.3462240451,-56781.34622404509,5418 FROST DR,CollgCr
533212060,1236,7,5,9,6,2005,2,1,2,2005,6,5,2544,600,636,600,4,3,4,152000,208748.4923121257,-56748.49231212569,2621 STANGE RD,Somerst
535453180,1242,5,2,4,1,1960,1,1,3,1960,5,5,7903,1242,-,1242,3,3,3,152000,208598.6009581137,-56598.600958113704,1506 MAXWELL AVE,NAmes
910226040,1955,6,6,3,0,1958,2,0,4,1958,5,5,9000,1151,804,1151,3,3,3,165500,222086.3701731182,-56586.370173118194,220 S MAPLE AVE,IDOTRR
534403280,1251,5,2,4,1,1964,1,0,3,1964,6,6,8800,1251,-,1251,3,3,3,160000,216541.91122822574,-56541.91122822574,1618 BEL AIR DR,NAmes
535152150,1700,5,2,4,1,1959,1,1,4,1959,5,5,10552,1700,-,1398,4,3,3,165500,222017.9045593472,-56517.9045593472,2026 JENSEN AVE,NAmes
527402250,1078,5,2,4,1,1971,1,1,3,2008,5,6,12537,1078,-,1078,3,3,3,149900,206324.1182209846,-56424.11822098459,1115 GARNER CIR,NAmes
907201160,1388,3,7,9,1,1977,1,1,3,1977,6,6,8340,686,702,675,3,3,4,157500,213900.5713294809,-56400.57132948091,5121 EMERSON DR,CollgCr
534275060,894,5,2,4,1,1960,1,0,2,1960,4,7,7436,894,-,894,3,3,3,141500,197844.44169693274,-56344.44169693274,2103 MELROSE AVE,NAmes
535179060,1392,5,2,4,1,1957,1,1,3,1957,6,5,11900,1392,-,1392,3,3,3,166000,222248.76641477438,-56248.76641477438,202 22ND ST,NAmes
905101450,1068,2,5,5,5,1963,1,0,3,2003,6,8,8414,1068,-,1059,3,3,3,154500,210673.7992856537,-56173.79928565369,1208 ARIZONA AVE,Sawyer
907135050,990,3,7,9,1,1994,1,0,3,1994,5,7,8428,990,-,990,3,3,4,146000,202163.91519539565,-56163.915195395646,5440 FROST DR,CollgCr
923227030,1160,6,6,3,3,1968,1,0,3,1968,5,6,17979,1160,-,1113,4,3,3,152500,208657.8085167343,-56157.80851673431,3207 JEWEL CIR,Mitchel
527378010,1103,6,6,2,1,1974,2,0,3,1974,6,6,10000,1103,-,1103,3,3,3,155000,211086.589913771,-56086.58991377099,1608 JACKSON DR,NWAmes
905106140,1352,2,5,5,5,1969,1,1,4,1969,6,7,9364,663,689,663,3,3,3,158000,214014.24973997823,-56014.24973997823,806 ARIZONA AVE,Sawyer
534401120,1200,5,2,4,1,1966,2,0,3,1966,7,6,8800,1200,-,1174,3,3,3,163500,219513.68538558204,-56013.68538558204,1311 COOLIDGE DR,NAmes
535301150,1050,5,2,4,1,1954,1,0,3,2000,6,8,8092,1050,-,1050,4,3,3,156000,212009.9453765486,-56009.945376548596,1904 WILSON AVE,NAmes
534250335,1670,6,6,2,1,1971,1,1,4,1971,7,6,13355,845,825,825,3,3,4,170000,226005.73571715353,-56005.735717153526,2313 MCKINLEY CIR,NWAmes
531453010,1097,2,5,5,5,1984,2,0,3,1985,6,5,9672,1097,-,1040,3,3,4,152000,207984.9755806337,-55984.975580633705,1304 ILLINOIS AVE,SawyerW
534252240,1342,6,6,2,1,1967,2,0,3,1967,6,5,9790,1342,-,1372,3,3,3,161500,217474.61992553825,-55974.61992553825,2116 NORTHWESTERN AVE,NWAmes
907202050,1040,3,7,9,1,1977,2,0,3,2008,5,7,8800,1040,-,1040,4,3,4,150500,206470.72671840925,-55970.72671840925,5020 EMERSON DR,CollgCr
907201060,985,3,7,9,1,1977,2,0,3,1977,5,8,8385,985,-,985,3,3,4,149900,205842.37040970722,-55942.37040970722,5124 SCHUBERT ST,CollgCr
531375140,1094,2,5,5,5,2003,1,0,3,2004,5,5,12450,1094,-,1094,4,3,4,149000,204923.47137329495,-55923.471373294946,5225 KANSAS DR,SawyerW
906201050,1338,2,5,5,5,1983,1,1,2,1983,6,5,19255,1338,-,520,4,3,4,156500,212417.47905444482,-55917.47905444482,1141 OKLAHOMA DR,SawyerW
535453070,1246,5,2,4,1,1959,1,1,3,1994,5,7,7500,1246,-,1246,4,3,3,154000,209912.59083987126,-55912.59083987126,1429 GLENDALE AVE,NAmes
905107320,1386,2,5,5,5,1978,2,1,3,1978,6,5,11616,672,714,672,3,3,3,158900,214711.4114483759,-55811.411448375904,3909 ARKANSAS DR,Sawyer
906477110,1052,4,6,8,0,1971,1,0,3,1971,6,7,8816,1052,-,1010,3,3,3,155000,210750.16069169785,-55750.16069169785,4804 WESTBEND DR,ClearCr
909278020,1343,2,3,7,5,1921,1,1,3,1950,5,6,7681,820,523,731,3,2,3,154900,210592.16208986283,-55692.16208986283,602 ASH AVE,Crawfor
907135080,1097,3,7,9,1,1996,1,1,3,1996,5,5,16561,1097,-,1097,3,3,4,147900,203519.43698147015,-55619.43698147015,5454 FROST DR,CollgCr
907200280,1026,3,7,9,1,1977,1,1,3,2004,5,8,15240,1026,-,1026,3,3,4,150000,205608.26542875107,-55608.26542875107,108 SANDBURG CT,CollgCr
527403310,1422,5,2,4,1,1970,1,0,3,1990,5,6,9457,1422,-,925,3,3,3,155000,210587.53970022322,-55587.53970022322,1413 WHEELER ST,NAmes
908186040,1072,4,7,6,1,2005,1,0,2,2005,6,5,3675,1072,-,547,3,3,4,148000,203505.40311500436,-55505.40311500436,3905 MARIGOLD DR,Edwards
909277090,1273,2,3,7,5,1960,1,0,2,1960,5,4,14680,1273,-,1273,3,3,3,155000,210384.698971098,-55384.698971098,2007 KILDEE ST,Crawfor
528222050,1412,10,5,6,5,2006,2,1,3,2007,6,5,8499,616,796,616,4,3,4,156932,212299.48726896648,-55367.48726896648,4210 WELBECK DR,Gilbert
905226080,1302,2,5,5,5,1940,1,1,2,1998,7,8,6960,798,504,680,4,3,3,165250,220545.43947141035,-55295.439471410355,1107 SCOTT AVE,Sawyer
531375120,1114,2,5,5,5,2003,1,0,3,2004,6,5,13695,1114,-,1114,4,3,4,155000,210205.12611975742,-55205.12611975742,5311 KANSAS DR,SawyerW
534402140,1154,5,2,4,1,1966,1,1,3,1966,5,6,11000,1154,-,1154,3,3,3,154000,209166.32709331578,-55166.32709331578,1824 ARTHUR CIR,NAmes
527276150,864,10,5,6,5,1951,1,0,2,1951,4,5,19138,864,-,864,3,3,3,141000,196153.2900727946,-55153.290072794596,917 TOP O HOLLOW RD,Gilbert
535177100,1336,5,2,4,1,1958,1,1,3,1958,6,6,9610,1336,-,1121,3,3,3,162000,217135.45321905505,-55135.45321905505,2136 DUFF AVE,NAmes
908151050,1426,4,7,6,1,1977,1,1,3,1977,6,6,7950,698,728,690,3,3,3,159500,214620.40129572566,-55120.401295725664,417 WELLONS DR,Edwards
905107310,1034,2,5,5,5,1978,1,0,3,1978,6,5,8014,1034,-,456,3,3,4,149900,204975.9353733664,-55075.9353733664,3903 ARKANSAS DR,Sawyer
535453210,1269,5,2,4,1,1960,1,1,3,1960,5,6,7931,1269,-,1269,3,3,3,155000,210054.71283472673,-55054.71283472673,1522 MAXWELL AVE,NAmes
535104020,1362,5,2,4,1,1961,1,1,3,1961,6,5,10197,1362,-,1362,3,3,3,163000,218045.05560907628,-55045.055609076284,2619 KELLOGG AVE,NAmes
905107280,1034,2,5,5,5,1978,1,0,3,1978,6,8,7703,1034,-,450,3,3,4,153000,208020.51467644516,-55020.514676445164,3914 ARKANSAS DR,Sawyer
534176140,1093,6,6,2,1,1966,2,0,3,1966,6,7,10738,1093,-,1093,3,3,3,158500,213473.27586287432,-54973.27586287432,2102 HAYES AVE,NWAmes
526302040,1024,5,2,4,1,1956,1,0,2,1956,6,6,10533,1024,-,1008,4,3,3,157500,212434.65498029807,-54934.65498029807,3113 NORTHWOOD DR,NAmes
535153150,1261,5,2,4,1,1958,1,0,3,1958,6,6,9120,1261,-,1261,3,3,3,163000,217886.54273973004,-54886.54273973004,2312 CLARK AVE,NAmes
907425030,848,3,7,9,1,2004,1,0,1,2004,6,5,4438,848,-,848,4,3,4,149000,203868.37704694815,-54868.37704694815,4636 TWAIN ST,CollgCr
905107110,1373,2,5,5,5,1978,1,0,3,1978,5,5,7424,1373,-,1319,3,3,4,160250,215070.10706562572,-54820.10706562572,1009 MESA VERDE PL,Sawyer
905103130,1064,2,5,5,5,1967,1,0,3,1967,5,6,11327,1064,-,1064,3,3,3,153600,208206.98466963926,-54606.98466963926,4101 ROSS RD,Sawyer
908152110,1398,4,7,6,1,1976,1,1,3,2001,6,7,7200,684,714,684,3,3,3,160500,215106.7758367129,-54606.77583671291,414 WELLONS DR,Edwards
527163080,1187,10,5,6,5,1992,2,0,3,1993,7,5,9556,1187,-,1168,4,3,4,160000,214547.7480605275,-54547.74806052749,3804 EISENHOWER AVE,Gilbert
534126090,1682,6,6,2,1,1970,2,0,3,1970,7,6,10400,1682,-,1304,3,3,3,174000,228470.5832709083,-54470.583270908304,2617 CLEVELAND DR,NWAmes
533253160,1226,7,5,9,6,1978,1,0,1,1978,8,5,3876,1226,-,1226,4,3,4,170000,224445.41435443063,-54445.41435443063,2056 PINEHURST DR,Greens
527325240,1211,6,6,2,1,1976,2,0,3,1976,6,5,13068,1211,-,1211,4,3,4,161000,215437.22154131584,-54437.22154131584,1502 BUCHANAN DR,NWAmes
534400050,1516,5,2,4,1,1964,1,1,3,1964,6,6,10004,1516,-,1516,3,3,3,167000,221345.64770415775,-54345.647704157745,1827 COOLIDGE DR,NAmes
533217050,1252,7,5,9,6,1999,2,1,2,2000,7,5,2160,624,628,600,4,3,4,160000,214307.89120208536,-54307.89120208536,2710 BRISTOL DR,Somerst
534128100,1395,6,6,2,1,1972,1,1,3,1972,6,6,12936,735,660,723,3,3,3,162000,216299.39347700725,-54299.39347700725,1607 PIERCE CIR,NWAmes
534455080,1433,5,2,4,1,1961,1,0,3,1990,5,6,9600,1433,-,1251,3,3,3,161000,215257.96872786537,-54257.96872786537,1304 16TH ST,NAmes
907425010,848,3,7,9,1,2004,1,0,1,2004,6,5,4426,848,-,848,4,3,4,149300,203512.92654316477,-54212.926543164765,4716 TWAIN ST,CollgCr
527403040,1026,5,2,4,1,1969,1,0,3,2005,6,8,7930,1026,-,1026,4,3,3,156000,210075.7603241062,-54075.7603241062,1406 JEFFERSON ST,NAmes
923251080,1188,6,6,3,3,1962,1,0,3,1962,5,7,26142,1188,-,1188,3,3,3,157900,211934.76224445744,-54034.76224445744,3733 BLANSHAN DR,Mitchel
535476370,1611,5,2,4,1,1964,1,1,4,1964,6,6,9760,798,813,780,3,3,3,167900,221887.101453939,-53987.10145393899,1534 LINDEN DR,NAmes
905200490,960,2,5,5,5,1965,0,0,0,2001,4,9,10246,960,-,648,3,3,3,145000,198973.22163619768,-53973.221636197675,1210 GARFIELD CIR,Sawyer
526352090,1277,5,2,4,1,1970,1,0,2,1970,7,5,10628,1277,-,1277,3,3,3,167000,220856.08759337987,-53856.08759337987,3010 KELLOGG AVE,NAmes
527165100,1482,10,5,6,5,1992,2,1,3,1992,7,5,9125,812,670,384,4,3,4,163900,217700.7273858996,-53800.727385899605,3724 EISENHOWER AVE,Gilbert
534428100,1118,5,2,4,1,1960,1,0,3,2000,5,7,11332,1118,-,1118,4,3,3,153000,206793.43856380857,-53793.438563808566,821 NARLAND DR,NAmes
531375040,1114,2,5,5,5,2004,1,1,3,2005,7,5,13072,1114,-,1114,4,3,4,159000,212775.2072761093,-53775.207276109286,5425 KANSAS DR,SawyerW
908186060,1072,4,7,6,1,2005,1,0,2,2005,5,5,3675,1072,-,547,3,3,4,145000,198769.50551953854,-53769.505519538536,3833 MARIGOLD DR,Edwards
903232090,1573,5,6,5,0,1930,2,0,3,1992,5,7,6240,1128,445,1078,3,3,3,162900,216656.80039061533,-53756.80039061533,1019 ROOSEVELT AVE,BrkSide
904302030,1073,2,3,7,5,2004,2,0,2,2004,7,5,5500,1073,-,1073,3,3,4,157000,210745.17589634587,-53745.17589634587,2808 OAKLAND ST,SWISU
528228460,1145,10,5,6,5,2005,2,0,2,2006,7,5,3182,1145,-,1145,4,3,4,160200,213750.61432995085,-53550.614329950855,4108 BRICKMAN AVE,Blmngtn
531375100,1158,2,5,5,5,2004,1,1,3,2004,6,5,13072,1158,-,1158,4,3,4,158000,211506.17037414102,-53506.17037414102,5321 KANSAS DR,SawyerW
907420090,1310,3,7,9,1,2005,2,0,3,2005,7,5,8767,1310,-,1310,4,3,4,164990,218466.8098458655,-53476.8098458655,922 POE AVE,CollgCr
534127260,1295,6,6,2,1,1968,1,1,3,1968,6,5,11700,1295,-,1295,3,3,4,164000,217348.89733297235,-53348.89733297235,2708 EISENHOWER AVE,NWAmes
534403440,1440,5,2,4,1,1964,1,1,4,1964,5,6,9350,720,720,720,3,3,3,157500,210834.92263694556,-53334.92263694556,1924 BEL AIR DR,NAmes
535402120,1716,5,2,4,1,1962,1,1,4,1962,6,6,9247,858,858,858,3,3,3,171000,224295.04896283557,-53295.04896283557,1809 MAXWELL AVE,NAmes
907200290,1392,3,7,9,1,1977,1,1,3,1977,6,7,10900,689,703,689,3,3,4,161750,215040.68301005854,-53290.683010058536,103 SANDBURG CT,CollgCr
534400030,1128,5,2,4,1,1963,2,0,3,1963,5,6,8700,1128,-,1120,3,3,3,155000,208220.57348312653,-53220.57348312653,1903 COOLIDGE DR,NAmes
907203040,894,3,7,9,1,1972,1,0,3,1972,5,7,9800,894,-,894,3,3,3,149900,203032.25744474577,-53132.257444745774,201 ROCKWELL AVE,CollgCr
909250150,1502,2,3,7,5,1923,1,1,3,1996,6,7,10592,900,602,602,4,3,3,165000,218083.93146775983,-53083.93146775983,2317 BAKER ST,Crawfor
528228285,1145,10,5,6,5,2006,2,0,2,2006,7,5,3203,1145,-,1145,4,3,4,160000,212971.07986623858,-52971.07986623858,2413 WESTWIND DR,Blmngtn
923202137,1092,6,6,3,3,2007,1,0,2,2008,5,5,9278,1092,-,1092,3,-,4,146000,198902.5090186643,-52902.50901866431,107 GARDEN RD,Mitchel
905103030,1096,2,5,5,5,1978,1,0,3,1978,6,5,13014,1096,-,1008,3,3,3,157500,210299.44052856002,-52799.44052856002,3907 ROSS RD,Sawyer
