Prop_Addr,LandSlope,OverallQual,OverallCond,ExterQual,BsmtQual,BsmtCond,BsmtExposure,HeatingQC,BsmtFullBath,BsmtHalfBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageQual,PavedDrive,Fence,GrLivArea,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,X2ndFlrSF,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,MoSold,MSSubClass_30,MSSubClass_120,MSSubClass_160,MSSubClass_190,MSZoning_FV,LandContour_Bnk,LandContour_HLS,LotConfig_CulDSac,LotConfig_FR2,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_Gilbert,Neighborhood_Mitchel,Neighborhood_NPkVill,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_StoneBr,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition2_PosN,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,RoofStyle_Hip,Exterior1st_BrkFace,Exterior1st_HdBoard,Exterior1st_Wd.Sdng,Exterior2nd_HdBoard,Exterior2nd_Plywood,MasVnrType_BrkFace,Foundation_PConc,CentralAir_N,SaleCondition_Abnorml,SaleCondition_Family,SaleCondition_Partial,crime_rate,school_quality,HouseAge,LastRemod,nb_appreciation,nb_income
1024 CURTISS AVE,3,5,4,2,4,3,1,4,0,0,0,3,1,3,8,0,2,3,0,1344,0,6240,0,0,0,896,896,448,240,200,114,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,70,56,5,6
1119 ROOSEVELT AVE,3,5,6,2,0,0,0,4,0,0,0,1,1,3,6,0,3,2,0,808,0,6120,0,0,0,0,0,0,164,0,48,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,63,13,5,6
1109 ROOSEVELT AVE,3,5,6,2,3,3,1,4,0,0,0,2,1,3,8,0,3,3,3,995,51,6120,0,0,0,960,960,0,264,0,15,51,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,84,10,5,6
1019 ROOSEVELT AVE,3,5,7,2,3,3,1,3,0,0,0,3,1,3,8,4,3,2,0,1573,52,6240,0,0,0,1078,1078,445,360,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,78,16,5,6
1015 ROOSEVELT AVE,3,5,7,2,3,3,1,5,0,0,0,3,1,3,8,4,2,3,4,1426,52,6240,0,0,0,966,966,412,230,174,0,96,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,77,15,5,6
1014 MARSTON AVE,3,4,5,2,0,0,0,4,0,0,0,2,1,3,8,0,0,1,0,912,52,6240,0,0,0,0,0,240,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,59,56,5,6
1028 MARSTON AVE,3,5,7,2,3,2,1,4,0,0,0,2,1,3,8,0,3,2,0,1040,52,6240,0,276,0,252,528,492,624,306,0,32,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,30,5,6
1123 HARDING AVE,3,5,6,2,3,3,1,4,1,0,0,2,1,4,8,0,3,3,0,1281,51,6120,0,351,0,405,756,378,379,25,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,81,57,5,6
1111 HARDING AVE,3,5,8,2,3,3,2,5,0,0,1,4,1,3,8,0,2,1,0,1513,51,6120,0,0,0,939,939,574,180,24,0,150,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,87,3,5,6
1021 HARDING AVE,3,7,5,2,3,3,2,3,0,0,0,4,1,3,6,4,3,3,3,2009,52,6240,0,300,240,449,989,764,400,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,69,58,5,6
1015 HARDING AVE,3,5,6,2,3,3,1,5,0,0,0,3,1,3,8,4,3,3,0,1576,52,6240,0,0,0,1042,1042,534,225,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,78,56,5,6
1005 HARDING AVE,3,5,5,2,3,3,1,3,0,0,0,4,1,3,8,4,3,3,3,1536,52,6240,0,448,0,480,928,608,480,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,80,60,5,6
1004 ROOSEVELT AVE,3,7,8,2,3,3,1,5,0,0,0,2,1,3,8,0,3,3,4,854,51,6120,0,0,0,832,832,0,576,48,112,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,78,6,5,6
1020 ROOSEVELT AVE,3,6,6,2,3,2,1,3,0,0,0,3,1,3,8,4,3,3,0,1367,52,6240,0,425,0,459,884,408,560,0,0,0,0,120,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,76,57,5,6
1112 ROOSEVELT AVE,3,5,7,2,3,3,1,4,0,0,0,3,1,4,8,0,2,3,0,1324,51,6120,0,0,0,741,741,583,180,0,0,55,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,76,22,5,6
1125 GRAND AVE,3,6,6,2,3,3,1,4,0,0,0,2,1,4,8,4,3,3,3,1103,50,6000,0,397,0,706,1103,0,440,166,120,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,81,26,5,6
1115 GRAND AVE,3,6,5,2,2,2,1,3,1,0,0,2,1,3,8,4,3,3,0,1068,51,6120,0,960,0,164,1124,0,288,0,0,128,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,87,60,5,6
1023 GRAND AVE,3,5,5,2,3,3,1,3,0,0,0,4,1,3,8,0,3,3,0,1902,51,6120,0,203,0,897,1100,676,576,0,139,55,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,85,58,5,6
717 10TH ST,3,6,5,2,3,3,1,3,0,0,0,2,1,3,8,4,3,3,0,986,60,6180,0,0,0,960,960,0,180,0,128,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,81,57,5,6
1106 HARDING AVE,3,5,6,2,3,2,1,3,0,0,0,3,1,3,8,4,2,3,0,1582,51,6120,0,273,0,679,952,588,250,189,0,34,150,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,71,59,5,6
1020 10TH ST,3,6,8,2,2,2,2,5,0,0,0,3,1,3,8,0,3,3,0,1362,60,6155,0,0,0,611,611,611,502,0,0,84,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,88,9,5,6
1018 10TH ST,3,5,7,2,3,3,1,4,0,0,0,2,1,3,8,0,3,3,0,616,50,6000,0,616,0,0,616,0,205,0,0,129,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,85,56,5,6
916 NORTHWESTERN AVE,3,4,6,2,3,3,1,2,0,0,0,1,1,2,8,0,2,3,0,520,60,6324,0,0,0,520,520,0,240,49,0,87,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,81,58,5,6
808 10TH ST,3,5,5,2,3,3,1,3,1,0,0,2,1,3,7,0,3,3,3,1285,50,8635,0,336,41,295,672,213,240,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,60,7,5,6
720 10TH ST,3,5,5,2,3,3,1,3,1,0,0,2,1,3,8,0,2,2,0,1072,50,8635,0,134,0,938,1072,0,1184,0,0,105,0,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,84,59,5,6
711 9TH ST,3,6,8,2,3,3,1,5,0,0,1,4,1,3,8,0,3,3,3,2264,47,7755,0,0,0,1100,1100,1164,408,0,152,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,89,12,5,6
918 ROOSEVELT AVE,3,5,6,2,3,2,1,3,0,0,0,2,1,3,8,4,3,3,0,1048,58,6380,0,0,0,993,993,0,280,0,0,116,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,84,56,5,6
829 RIDGEWOOD AVE,3,5,5,2,3,3,1,3,0,0,0,2,1,3,8,0,2,1,0,816,50,11672,0,0,0,816,816,0,210,168,0,112,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,81,56,5,6
821 RIDGEWOOD AVE,3,6,6,2,3,3,1,5,0,0,0,3,1,3,8,4,3,1,4,1824,60,13515,0,0,0,764,764,764,520,0,0,126,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,88,57,5,6
816 BROOKRIDGE AVE,3,6,7,2,3,3,1,4,0,0,1,4,1,4,8,4,3,1,0,1848,64,13053,0,0,0,833,833,795,370,0,0,0,0,220,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,85,8,5,6
836 BROOKRIDGE AVE,3,6,6,2,3,3,1,4,0,0,0,5,1,4,8,0,3,3,0,2134,0,11888,0,0,0,844,844,689,441,0,60,268,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,93,15,5,6
711 RIDGEWOOD AVE,3,7,6,2,3,3,1,5,1,0,0,4,1,3,8,0,3,1,4,1820,60,9120,0,329,0,697,1026,687,240,0,100,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5,83,58,5,6
701 RIDGEWOOD AVE,3,6,4,2,3,3,1,5,0,0,0,4,1,4,8,0,3,3,0,1716,60,9144,0,0,0,810,810,546,672,0,195,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,93,4,5,6
621 RIDGEWOOD AVE,3,5,5,2,3,3,1,4,1,0,0,3,1,3,8,0,3,1,0,1505,0,9144,0,399,0,484,883,517,240,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,68,26,5,6
611 RIDGEWOOD AVE,3,6,7,2,3,3,1,5,0,0,0,3,1,4,8,0,3,2,0,1376,60,8850,0,0,0,768,768,624,576,0,54,144,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5,87,57,5,6
721 NORTHWESTERN AVE,3,7,6,2,3,3,1,4,0,0,0,3,1,3,8,0,3,3,4,1710,50,10300,0,0,0,576,576,808,480,12,11,64,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,89,60,5,6
609 NORTHWESTERN AVE,3,6,5,2,3,3,1,3,0,0,0,5,1,3,8,4,3,3,0,2486,90,33120,0,0,0,1595,1595,875,576,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,44,44,5,6
600 RIDGEWOOD AVE,3,7,8,2,4,3,1,3,0,0,0,3,1,4,8,0,3,3,4,2019,60,11414,0,0,0,728,728,883,532,509,135,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,5,99,16,5,6
616 RIDGEWOOD AVE,3,5,5,2,2,3,1,3,0,0,0,4,1,3,8,0,3,3,0,1316,60,8550,0,0,0,750,750,356,576,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,5,81,57,5,6
622 RIDGEWOOD AVE,3,6,7,2,3,3,1,5,0,0,0,3,1,3,8,0,3,3,0,1396,60,8730,0,0,0,698,698,698,384,0,0,0,0,259,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,92,4,5,6
722 RIDGEWOOD AVE,3,4,5,2,3,3,4,3,1,0,0,3,1,3,8,0,3,3,0,960,60,9873,160,789,0,171,960,0,576,0,288,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,5,36,36,5,6
830 RIDGEWOOD AVE,3,6,7,2,3,4,2,5,1,0,0,2,1,2,8,0,3,1,1,838,55,10267,0,210,606,0,816,0,275,0,0,112,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,90,8,5,6
1012 9TH ST,3,7,6,2,3,3,1,4,1,0,1,3,1,4,8,4,3,3,4,1344,0,5700,0,336,0,336,672,672,456,0,0,70,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,78,17,5,6
817 HODGE AVE,3,6,8,2,3,3,2,4,0,0,0,5,1,3,8,0,0,3,3,1984,57,8094,0,196,0,1046,1242,742,360,64,0,180,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,98,25,5,6
807 HODGE AVE,3,4,5,2,3,3,1,5,0,0,1,4,1,3,8,3,3,3,4,1962,57,8094,0,0,0,888,888,1074,572,160,0,364,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,95,60,5,6
815 8TH ST,3,6,8,3,3,3,1,5,0,0,1,3,1,4,8,0,0,1,0,1560,60,12900,0,0,0,780,780,780,0,344,0,0,0,168,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,98,1,5,6
713 8TH ST,3,8,7,2,3,3,1,2,0,0,0,3,1,4,8,4,3,3,3,1666,0,5100,0,0,0,588,588,833,228,192,63,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,83,12,5,6
810 HODGE AVE,3,6,6,2,3,3,1,4,0,0,0,3,1,3,8,0,2,3,0,1768,57,8094,0,0,0,1048,1048,720,576,0,0,150,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,94,59,5,6
712 8TH ST,3,6,8,3,4,4,1,5,0,0,0,3,1,3,8,0,2,1,0,1609,63,4347,0,0,0,796,796,784,228,0,182,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,98,58,5,6
702 HODGE AVE,3,7,8,3,3,3,1,5,1,0,1,4,1,5,6,4,2,3,0,1826,50,2500,0,299,0,611,910,910,164,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,94,4,5,6
716 HODGE AVE,3,7,8,2,3,3,1,2,0,0,0,3,1,3,6,0,3,1,0,1944,68,9928,0,0,0,672,672,672,216,24,28,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,94,15,5,6
611 HODGE AVE,3,6,8,2,3,3,1,5,0,1,0,3,1,3,8,0,3,3,4,1324,52,3068,0,0,0,662,662,662,180,0,0,112,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,90,17,5,6
803 6TH ST,3,6,8,2,3,2,1,4,0,0,0,2,1,4,8,0,2,3,0,1635,59,5310,0,0,0,485,485,634,255,394,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,96,3,5,6
606 NORTHWESTERN AVE,2,4,4,2,3,3,1,2,0,0,0,2,1,2,8,0,0,1,0,693,153,4118,0,0,0,693,693,0,0,0,20,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,65,56,5,6
303 N RUSSELL AVE,3,7,4,2,3,3,1,5,0,0,1,4,1,3,8,3,3,3,0,1818,0,7758,600,224,0,816,1040,592,240,0,0,0,0,184,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6,76,57,3,6
308 N RUSSELL AVE,3,6,5,2,3,2,1,2,1,0,0,4,1,3,8,0,3,3,3,1930,57,6876,0,522,0,198,720,784,316,0,0,213,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,82,59,3,6
318 N RUSSELL AVE,3,7,7,2,3,3,1,5,0,0,0,3,1,4,8,4,3,1,4,1108,57,7449,0,0,0,637,637,0,280,0,0,205,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,77,57,3,6
1114 N 4TH ST,3,6,6,3,3,3,1,3,0,0,0,1,1,3,8,0,3,1,0,768,0,6291,0,0,0,768,768,0,440,0,0,84,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,78,58,3,6
1123 N 3RD ST,3,5,8,1,2,2,1,4,0,0,0,3,1,3,8,0,3,1,3,1330,60,7518,0,0,0,396,396,665,390,0,72,45,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,96,2,3,6
1218 N 3RD ST,3,6,7,2,3,3,1,3,0,0,1,3,1,4,8,0,0,3,0,1355,60,6882,0,0,0,684,684,582,0,136,0,115,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,93,1,3,6
1214 N 3RD ST,3,5,4,2,3,3,1,5,0,0,0,2,1,4,8,0,0,1,0,819,50,9000,0,0,0,610,610,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,6,87,56,3,6
211 N HAZEL AVE,3,4,5,1,0,0,0,2,0,0,0,3,2,2,5,0,0,1,0,1092,70,5600,0,0,0,0,0,720,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,80,60,3,6
1207 N 2ND ST,3,6,6,2,3,3,1,3,0,0,0,3,1,3,8,4,3,1,0,1376,50,8600,0,0,0,780,780,596,198,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,69,56,3,6
1211 N 2ND ST,3,6,6,2,3,3,1,3,0,0,1,3,1,4,8,4,3,2,0,1375,50,9000,0,0,0,780,780,595,544,0,162,0,0,126,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,6,70,57,3,6
1215 N 2ND ST,3,6,6,2,3,3,1,3,0,0,0,4,1,3,7,4,3,3,0,1969,60,6876,0,0,0,1272,1272,0,400,0,34,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,70,50,3,6
1118 N 3RD ST,3,5,6,2,3,2,1,4,0,0,0,2,1,3,8,0,2,3,0,1308,0,10320,0,0,0,880,880,428,400,0,0,117,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,6,93,30,3,6
1103 N 2ND ST,3,5,6,2,3,3,1,5,0,0,1,2,1,4,8,0,3,3,3,1360,60,7200,0,0,0,803,803,557,297,0,65,190,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,68,11,3,6
1127 N 2ND ST,3,6,7,2,3,3,1,4,0,0,0,2,1,3,8,0,3,3,0,1040,60,7200,0,0,0,1040,1040,0,320,0,132,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,83,16,3,6
107 N RUSSELL AVE,3,3,4,2,3,2,1,2,0,0,0,3,1,3,8,4,3,2,0,1077,60,9786,0,0,0,1007,1007,0,210,0,100,48,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,6,84,56,3,6
1212 N 2ND ST,3,6,5,2,3,2,1,4,0,0,1,3,1,3,8,4,3,1,0,2180,60,10320,0,375,0,763,1138,1042,720,0,0,170,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,92,57,3,6
108 N RUSSELL AVE,3,4,6,2,2,3,1,3,1,0,0,3,1,3,8,0,3,3,0,1315,52,4330,0,681,127,0,808,477,436,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,49,49,3,6
1124 N 2ND ST,3,5,7,2,3,2,1,3,0,0,0,3,1,2,8,0,3,1,0,1111,60,7200,0,0,0,530,530,530,288,0,0,144,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,87,11,3,6
123 N MAPLE AVE,3,4,7,2,3,3,1,5,1,0,0,2,1,3,8,0,3,3,0,1196,40,4800,0,197,0,999,1196,0,440,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,91,17,3,6
1107 LINCOLN WAY,3,6,7,2,3,3,1,3,0,0,0,3,1,2,8,0,0,1,3,1406,0,7920,0,0,0,319,319,371,0,0,144,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,88,58,3,6
118 N HAZEL AVE,3,4,5,2,3,3,1,3,0,0,0,2,1,3,8,0,3,3,0,1208,52,6240,0,152,0,628,780,0,539,0,23,112,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,84,59,3,6
