PID,LotArea,GarageArea,Latitude,Longitude,GrLivArea,school_quality,nb_income,nb_appreciation,crime_rate,YearBuilt,FullBath,HalfBath,BedroomAbvGr,YearRemodAdd,OverallQual,OverallCond,X1stFlrSF,X2ndFlrSF,TotalBsmtSF,KitchenQual,GarageQual,BsmtQual,SalePrice,Predicted,Delta,Prop_Addr,Neighborhood,Value
535450310,10496,315,42.037360170212764,-93.61058763829787,1846,5,2,4,1,1949,2,0,3,1950,6,6,1168,678,1040,3,3,3,143000,227352.92027006423,-84352.92027006423,1524 DUFF AVE,NAmes,undervalued
535451010,8892,414,42.03818257142857,-93.608716,910,5,2,4,1,1953,1,0,3,1996,5,7,910,-,105,4,3,3,116000,196898.72039329336,-80898.72039329336,214 E 16TH ST,NAmes,undervalued
535451040,7200,276,42.03718187878788,-93.60799021212122,988,5,2,4,1,1950,1,0,3,1950,5,7,988,-,876,3,3,3,119000,203320.94631156814,-84320.94631156814,1517 STAFFORD AVE,NAmes,undervalued
535451100,7200,357,42.03605315151515,-93.6079974848485,1238,5,2,4,1,1950,1,1,3,1950,5,3,1238,-,864,3,3,3,102000,204523.98728210226,-102523.98728210226,1421 STAFFORD AVE,NAmes,undervalued
535451110,7200,720,42.03598260606061,-93.60799793939394,864,5,2,4,1,1950,1,0,3,2002,5,8,864,-,864,4,3,3,129000,202729.69337412057,-73729.69337412057,1415 STAFFORD AVE,NAmes,undervalued
535451170,7200,420,42.03211,-93.6089055,1040,5,2,4,1,1949,2,0,2,1950,4,5,1040,-,0,3,3,-,90000,190888.98110394576,-100888.98110394576,1410 CARROLL AVE 1412,NAmes,undervalued
535451190,7200,625,42.039218,-93.609681,1040,5,2,4,1,1950,1,0,2,1950,5,7,1040,-,0,3,3,-,109500,198141.25048330566,-88641.25048330566,1422 CARROLL AVE,NAmes,undervalued
535451210,7200,420,42.039218,-93.609681,1040,5,2,4,1,1950,1,0,2,1950,4,5,1040,-,0,3,3,-,109900,190433.24659424956,-80533.24659424956,1430 CARROLL AVE,NAmes,undervalued
535451230,7200,420,42.039218,-93.609681,1048,5,2,4,1,1950,1,0,3,1950,5,5,1048,-,0,3,3,-,98300,195448.1948507937,-97148.19485079369,1508 CARROLL AVE,NAmes,undervalued
535451250,7200,240,42.039218,-93.609681,1904,5,2,4,1,1950,1,1,3,1982,5,4,1136,768,1208,3,3,3,138000,218661.39394269208,-80661.39394269208,1518 CARROLL AVE,NAmes,undervalued
535452090,7350,294,42.03611175102567,-93.60694141044607,1041,5,2,4,1,1958,1,0,3,1958,5,6,1041,-,1041,3,3,3,128000,202329.04392125516,-74329.04392125516,1425 MAXWELL AVE,NAmes,undervalued
535452120,7910,404,42.03592591001854,-93.60692725319848,1507,5,2,4,1,1960,2,0,4,1960,5,5,1507,-,1075,3,3,3,127000,212464.41371650723,-85464.41371650723,1409 MAXWELL AVE,NAmes,undervalued
535452140,7200,240,42.03584051515152,-93.60777784848484,732,5,2,4,1,1952,1,0,2,1952,5,7,732,-,732,3,3,3,118900,197834.76808780426,-78934.76808780426,1402 STAFFORD AVE,NAmes,undervalued
535453020,8000,311,42.03713342424243,-93.60600708080808,1256,5,2,4,1,1959,1,1,3,1959,5,6,1256,-,1256,4,3,3,159000,210048.00280718182,-51048.00280718182,1523 GLENDALE AVE,NAmes,fair price
535453040,8000,299,42.03699233333333,-93.60600677777778,1027,5,2,4,1,1962,1,0,3,1962,5,5,1027,-,1027,3,3,3,125900,202283.4011834438,-76383.40118344381,1511 GLENDALE AVE,NAmes,undervalued
535453070,7500,305,42.03602821212121,-93.60600470707071,1246,5,2,4,1,1959,1,1,3,1994,5,7,1246,-,1246,4,3,3,154000,209912.59083987126,-55912.59083987126,1429 GLENDALE AVE,NAmes,undervalued
535453080,7500,286,42.03595766666667,-93.60600455555556,1040,5,2,4,1,1959,1,0,3,2003,5,7,1040,-,1040,4,3,3,152000,204490.7104684021,-52490.7104684021,1423 GLENDALE AVE,NAmes,undervalued
535453100,8000,288,42.03581657575758,-93.60600425252525,1183,5,2,4,1,1959,1,0,3,1959,5,5,1183,-,528,3,3,4,138000,203262.5248365893,-65262.52483658929,1411 GLENDALE AVE,NAmes,undervalued
535453150,7315,338,42.03609989665396,-93.60671648211698,1170,5,2,4,1,1958,1,0,3,1958,5,6,1170,-,1170,3,3,3,140000,209433.23002635376,-69433.23002635376,1422 MAXWELL AVE,NAmes,undervalued
535453160,7560,286,42.036146841115006,-93.60671839298679,1040,5,2,4,1,1959,1,0,3,1959,5,5,1040,-,1040,3,3,3,133700,201959.08796442582,-68259.08796442582,1426 MAXWELL AVE,NAmes,undervalued
535453180,7903,324,42.03708595663889,-93.60675207316099,1242,5,2,4,1,1960,1,1,3,1960,5,5,1242,-,1242,3,3,3,152000,208598.6009581137,-56598.600958113704,1506 MAXWELL AVE,NAmes,undervalued
535453200,7931,672,42.03720334607937,-93.60675628318276,1148,5,2,4,1,1959,1,0,3,1959,5,5,1148,-,1148,3,3,3,132500,208752.34261754816,-76252.34261754816,1516 MAXWELL AVE,NAmes,undervalued
535453210,7931,308,42.037273779743664,-93.60675880919582,1269,5,2,4,1,1960,1,1,3,1960,5,6,1269,-,1269,3,3,3,155000,210054.71283472673,-55054.71283472673,1522 MAXWELL AVE,NAmes,undervalued
535454030,8544,400,42.039218,-93.609681,1040,5,2,4,1,1950,2,0,2,1950,3,4,1040,-,0,3,3,-,81400,184903.93886415038,-103503.93886415038,1323 CARROLL AVE,NAmes,undervalued
535454050,8544,400,42.03211,-93.6089055,1040,5,2,4,1,1949,2,0,2,1950,3,4,1040,-,0,3,3,-,87500,185412.4729172224,-97912.47291722239,1315 CARROLL AVE 1317,NAmes,undervalued
535454060,8544,400,42.03211,-93.6089055,1040,5,2,4,1,1950,2,0,2,1950,3,4,1040,-,0,3,3,-,93500,184985.32417711298,-91485.32417711298,1311 CARROLL AVE 1313,NAmes,undervalued
535454070,8520,720,42.034625252753315,-93.61006091665114,1385,5,2,4,1,1952,2,0,4,1952,5,4,910,475,910,3,3,3,166000,210289.51167056226,-44289.511670562264,133 E 13TH ST,NAmes,fair price
535454100,10800,384,42.034627923079576,-93.61031071353487,1461,5,2,4,1,1949,2,0,4,1996,4,7,832,629,832,3,3,3,133500,206822.04169695295,-73322.04169695295,115 E 13TH ST,NAmes,undervalued
535454150,8064,576,42.03487876766617,-93.61057217477777,1320,5,2,4,1,1948,2,0,3,1950,6,6,819,501,768,3,3,3,138000,214366.3625072451,-76366.3625072451,1322 DUFF AVE,NAmes,undervalued
535455060,6390,280,42.03468248979592,-93.60798526530613,984,5,2,4,1,1954,1,0,2,1954,6,7,984,-,936,3,3,3,112500,206543.1979341696,-94043.19793416961,1303 STAFFORD AVE,NAmes,undervalued
535455080,7227,528,42.034627,-93.608814,832,5,2,4,1,1954,1,0,2,1954,6,6,832,-,832,4,3,3,105500,203346.5206647211,-97846.52066472109,201 E 13TH ST,NAmes,undervalued
535455090,7200,240,42.039218,-93.609681,1278,5,2,4,1,1954,1,0,4,1954,6,5,854,424,854,3,3,3,127500,211639.60544173635,-84139.60544173635,1312 CARROLL AVE,NAmes,undervalued
535456010,8512,0,42.03489277551021,-93.60692532653061,1556,5,2,4,1,1960,2,0,4,1960,5,5,1556,-,1556,3,-,3,119000,213019.15117054316,-94019.15117054316,1325 MAXWELL AVE 1327,NAmes,undervalued
535456020,7945,300,42.034836081632655,-93.60692624489795,1150,5,2,4,1,1959,1,0,3,1959,5,6,1150,-,1150,3,3,3,141000,205877.7614292399,-64877.76142923991,1319 MAXWELL AVE,NAmes,undervalued
535456050,8513,0,42.03461982419273,-93.60761720639057,1800,5,2,4,1,1961,2,0,6,1961,5,5,1800,-,1800,3,-,3,130000,219893.85081980133,-89893.85081980133,313 E 13TH ST 315,NAmes,undervalued
535456070,7200,480,42.03473895918367,-93.6077650612245,1588,5,2,4,1,1955,1,1,3,1967,5,6,1024,564,768,3,3,3,150000,213741.86041358474,-63741.86041358474,1308 STAFFORD AVE,NAmes,undervalued
535456100,7200,350,42.0348683877551,-93.60776691836735,825,5,2,4,1,1954,1,0,2,1954,5,7,825,-,825,3,3,3,109500,198301.61530786715,-88801.61530786715,1322 STAFFORD AVE,NAmes,undervalued
535456110,7200,576,42.03490536734694,-93.60776744897959,900,5,2,4,1,1951,1,0,3,2000,5,7,900,-,900,4,3,3,134800,201768.40819204052,-66968.40819204052,1326 STAFFORD AVE,NAmes,undervalued
535457010,10000,440,42.03482142857143,-93.6059824897959,1116,5,2,4,1,1962,1,1,3,1962,6,6,1116,-,1116,3,3,3,160000,211772.3756582219,-51772.37565822189,1321 GLENDALE AVE,NAmes,fair price
535457020,8000,351,42.034773,-93.60598114285713,1377,5,2,4,1,1960,1,0,3,1960,5,5,1377,-,1377,3,3,3,156500,214146.2419882445,-57646.241988244496,1315 GLENDALE AVE,NAmes,undervalued
535457040,8000,0,42.034618749504006,-93.60658864153649,1800,5,2,4,1,1961,2,0,6,1961,5,4,1800,-,1800,3,-,3,141000,218242.24166639728,-77242.24166639728,411 E 13TH ST,NAmes,undervalued
535457050,7000,300,42.034682897959186,-93.60670769387755,925,5,2,4,1,1961,1,0,3,1961,5,6,925,-,0,3,3,-,99000,193079.7832476371,-94079.7832476371,1302 MAXWELL AVE,NAmes,undervalued
535457070,7000,288,42.034796285714286,-93.60670585714286,1150,5,2,4,1,1961,1,0,3,1961,5,4,1150,-,1150,3,3,3,146000,205297.32577165533,-59297.325771655334,1314 MAXWELL AVE,NAmes,undervalued
535457090,7635,484,42.034909673469386,-93.60670402040816,1175,5,2,4,1,1960,1,1,3,1960,5,6,1175,-,1175,3,3,3,148000,208461.5075565423,-60461.50755654229,1326 MAXWELL AVE,NAmes,undervalued
535475010,7570,483,42.037002757575756,-93.6050291010101,1806,5,2,4,1,1964,1,1,4,1964,6,5,993,813,780,3,3,3,144750,221159.09354625965,-76409.09354625965,1537 LINDEN DR,NAmes,undervalued
535475020,7056,483,42.03693412121212,-93.60502794949495,1796,5,2,4,1,1963,1,1,4,1963,6,5,983,813,780,3,3,3,140000,223351.29907210515,-83351.29907210515,1531 LINDEN DR,NAmes,undervalued
535476110,8604,564,42.03797473457034,-93.6039140588975,941,5,2,4,1,1978,1,0,2,1978,5,7,941,-,941,4,3,4,145000,205057.94540669816,-60057.945406698156,1603 MEADOWLANE AVE 1605,NAmes,undervalued
535476240,7936,264,42.035484693217704,-93.60388829835333,1045,5,2,4,1,1963,1,0,3,1963,6,6,1045,-,1045,3,3,3,127000,210055.68020144434,-83055.68020144434,1409 MEADOWLANE AVE,NAmes,undervalued
535476350,9760,440,42.036844606060605,-93.60480541414141,1395,5,2,4,1,1963,1,0,2,1984,6,7,1395,-,1395,3,3,3,192000,222351.7297536517,-30351.729753651714,1522 LINDEN DR,NAmes,fair price
535476360,9760,440,42.03691324242424,-93.60480656565657,1851,5,2,4,1,1964,2,1,3,1993,6,8,1020,831,822,4,3,3,187000,228258.7083237919,-41258.708323791914,1528 LINDEN DR,NAmes,fair price
535476370,9760,442,42.03698187878788,-93.60480771717172,1611,5,2,4,1,1964,1,1,4,1964,6,6,798,813,780,3,3,3,167900,221887.101453939,-53987.10145393899,1534 LINDEN DR,NAmes,fair price
535477020,7700,442,42.037575046337366,-93.60368087492306,1839,5,2,4,1,1966,1,1,4,1966,6,5,1051,788,756,3,3,3,155000,222492.08196985605,-67492.08196985605,1534 MEADOWLANE AVE,NAmes,undervalued
535477060,7590,453,42.03734973435483,-93.60367614147805,1348,5,2,4,1,1966,1,1,3,1966,6,5,660,688,660,3,3,3,155000,213068.39214542572,-58068.39214542572,1512 MEADOWLANE AVE,NAmes,undervalued
535477090,7590,264,42.036550780194254,-93.6036697126137,1117,5,2,4,1,1963,1,0,3,1963,5,5,1117,-,1117,3,3,3,136870,202684.2049955702,-65814.20499557021,1434 MEADOWLANE AVE,NAmes,undervalued
535477130,7590,264,42.03632541910413,-93.60366918912685,1812,5,2,4,1,1962,2,0,4,1962,5,5,876,936,864,3,3,3,169500,218868.26727453392,-49368.26727453392,1412 MEADOWLANE AVE,NAmes,fair price
535477150,6600,308,42.036222982244986,-93.60366895117828,894,5,2,4,1,1962,1,0,2,1962,5,5,894,-,894,3,3,3,109500,197244.10848933872,-87744.10848933872,1402 MEADOWLANE AVE,NAmes,undervalued
535477180,6600,294,42.03487444444444,-93.60366755555556,864,5,2,4,1,1962,1,0,2,1962,5,5,864,-,864,3,3,3,125500,196775.95577047367,-71275.95577047367,1308 MEADOWLANE AVE,NAmes,undervalued
535478010,10205,300,42.0354431086131,-93.60569883577747,999,5,2,4,1,1962,1,0,3,1962,5,5,999,-,925,3,3,3,134500,202623.0734553323,-68123.07345533231,510 E 14TH ST,NAmes,undervalued
535478040,6760,288,42.035209948063226,-93.60468306987144,936,5,2,4,1,1962,1,0,3,1962,5,5,936,-,896,3,3,3,130000,201020.63970910566,-71020.63970910566,608 E 14TH ST,NAmes,undervalued
535478070,7400,528,42.034625760400026,-93.60465369282161,1045,5,2,4,1,1962,1,0,3,1962,7,6,1045,-,1045,3,3,3,120000,214928.81126640714,-94928.81126640714,619 E 13TH ST,NAmes,undervalued
535478090,7000,336,42.034625874460026,-93.60475999674486,864,5,2,4,1,1962,1,0,3,1962,5,6,864,-,864,3,3,3,105000,198870.38300652837,-93870.38300652837,607 E 13TH ST,NAmes,undervalued
535478110,7000,0,42.03462175437361,-93.60557498097913,1025,5,2,4,1,1962,1,0,3,1962,5,5,1025,-,1025,3,-,3,124000,202600.5438546039,-78600.5438546039,515 E 13TH ST,NAmes,undervalued
902100010,6978,576,42.0343937215734,-93.61910824030903,960,5,6,5,0,1926,1,0,2,1980,5,7,960,-,850,3,3,3,103000,203003.44316871397,-100003.44316871397,626 13TH ST,OldTown,undervalued
902100030,5232,504,42.03439316763602,-93.61898138864949,764,5,6,5,0,1925,1,0,2,2004,5,5,764,-,680,3,3,2,73000,194537.53705382597,-121537.53705382597,618 13TH ST,OldTown,undervalued
902100110,9856,624,42.0382469,-93.6185178,2014,5,6,5,0,1900,2,0,5,2005,5,8,1007,1007,716,3,3,2,169000,225995.42948795648,-56995.429487956484,1203 WILSON AVE,OldTown,undervalued
902101010,3950,210,42.03438566183446,-93.61747530123144,1224,5,6,5,0,1926,1,0,3,2004,6,8,818,406,818,3,3,3,115000,212970.90133701544,-97970.90133701544,518 13TH ST,OldTown,undervalued
902101050,9600,240,42.03348324489796,-93.61720153061225,1668,5,6,5,0,1948,1,0,3,1950,5,6,1226,442,1212,3,3,3,135000,217913.72545954445,-82913.72545954445,1211 CLARK AVE,OldTown,undervalued
902102060,10440,686,42.033478448979594,-93.61561708163265,1539,5,6,5,0,1904,2,0,3,2002,5,8,958,581,650,4,4,3,157500,216961.07401418465,-59461.07401418465,1211 BURNETT AVE,OldTown,undervalued
902102080,10440,440,42.03339248979592,-93.61561781632653,1230,5,6,5,0,1910,1,1,2,1981,5,6,682,548,440,3,3,3,110000,205885.58123420706,-95885.58123420706,1203 BURNETT AVE,OldTown,undervalued
902103090,5520,162,42.0382469,-93.6185178,1657,5,6,5,0,1920,1,0,4,1980,4,6,1147,510,1147,2,2,3,111500,212391.20277953357,-100891.20277953357,1103 WILSON AVE,OldTown,undervalued
902103100,4080,162,42.03220964639802,-93.61876687740953,1378,5,6,5,0,1935,1,0,3,1998,6,8,861,517,901,4,2,3,128900,215173.187409603,-86273.18740960301,611 11TH ST,OldTown,undervalued
902103120,10307,324,42.032211292796056,-93.61892575481906,1944,5,6,5,0,1910,2,0,4,1950,6,5,972,972,972,3,2,3,103500,229310.94735349677,-125810.94735349677,621 11TH ST 619,OldTown,undervalued
902104020,9600,400,42.0254672,-93.6168856,1416,5,6,5,0,1900,1,0,3,2004,6,8,940,476,780,4,3,3,156500,219354.3558074153,-62854.3558074153,1121 CLARK AVE,OldTown,undervalued
902104060,8800,0,42.0254672,-93.6168856,1140,5,6,5,0,1910,1,0,3,2004,4,7,792,348,576,3,-,3,96500,198387.3525105379,-101887.3525105379,1103 CLARK AVE,OldTown,undervalued
902105010,4800,330,42.03316868097388,-93.61590522326648,1360,5,6,5,0,1910,1,0,2,2003,5,5,680,680,680,3,2,3,111000,206735.54369795683,-95735.54369795683,418 12TH ST,OldTown,undervalued
902105020,10440,520,42.03245028571428,-93.61562981632653,2792,5,6,5,0,1920,2,0,5,1950,6,7,1584,1208,1510,3,2,4,256000,254314.35557020336,1685.6444297966373,1127 BURNETT AVE,OldTown,fair price
902105050,15660,472,42.03230057142857,-93.61563177551021,1306,5,6,5,0,1910,1,1,3,2003,5,8,810,496,240,4,2,3,130000,209076.10193102117,-79076.10193102117,1111 BURNETT AVE,OldTown,undervalued
902105060,9900,0,42.032225714285715,-93.61563275510204,1464,5,6,5,0,1910,2,0,3,2002,5,8,764,700,504,3,-,3,129000,211389.21643835874,-82389.21643835874,1103 BURNETT AVE,OldTown,undervalued
902105110,9600,360,42.0254672,-93.6168856,1432,5,6,5,0,1910,2,0,2,2002,5,7,768,664,264,3,3,2,132000,208980.23259979876,-76980.23259979876,1112 CLARK AVE,OldTown,undervalued
902105130,4800,256,42.0254672,-93.6168856,672,5,6,5,0,1940,1,0,2,1950,5,4,672,-,672,3,3,2,64000,191037.76894624397,-127037.76894624397,1126 CLARK AVE,OldTown,undervalued
902106010,6406,400,42.032047615808786,-93.6189605281827,1558,5,6,5,0,1939,1,1,3,1950,5,6,868,690,690,3,3,3,150000,215824.12788680356,-65824.12788680356,622 11TH ST,OldTown,undervalued
902106040,9600,546,42.03148287755102,-93.61852881632653,1641,5,6,5,0,1925,1,1,3,1990,7,7,832,809,728,5,2,3,178000,227962.52147651176,-49962.521476511756,1013 WILSON AVE,OldTown,fair price
902106060,6600,432,42.03142297959184,-93.61852646938776,2372,5,6,5,0,1892,2,0,4,1965,5,4,1378,994,994,3,3,3,107500,229891.9837779835,-122391.98377798349,1003 WILSON AVE,OldTown,undervalued
902106070,6000,576,42.03136939759234,-93.61873850783361,1296,5,6,5,0,1927,1,0,3,1950,6,6,866,430,845,3,3,3,127500,214462.62998550056,-86962.62998550056,611 10TH ST,OldTown,undervalued
902106090,6451,576,42.03136811566622,-93.61886691410051,1428,5,6,5,0,1900,1,0,4,1970,7,7,848,580,712,3,3,3,139900,223126.26373255358,-83226.26373255358,619 10TH ST,OldTown,undervalued
902106120,4480,184,42.0314243877551,-93.62020748979592,1022,5,6,5,0,1922,1,0,2,1950,5,5,1022,-,1022,2,3,2,89500,204908.04607707303,-115408.04607707303,1004 GRAND AVE,OldTown,undervalued
902106130,4485,0,42.031462469387755,-93.62020822448979,936,5,6,5,0,1920,1,0,2,1950,5,7,936,-,936,3,-,3,109500,204525.3447181716,-95025.3447181716,1010 GRAND AVE,OldTown,undervalued
902106140,8960,360,42.031475163265306,-93.62020846938775,1028,5,6,5,0,1927,1,0,2,1950,5,6,1028,-,1008,3,3,3,115000,205606.55832209086,-90606.55832209086,1012 GRAND AVE,OldTown,undervalued
902107030,6000,308,42.0314626122449,-93.61714579591836,1456,5,6,5,0,1915,1,1,4,2005,6,7,728,728,728,4,2,3,139500,216581.01101834932,-77081.01101834932,1009 CLARK AVE,OldTown,undervalued
902107050,7200,672,42.031376465559255,-93.61730224444268,936,5,6,5,0,1980,1,0,2,1980,5,5,936,-,936,3,3,4,140000,202262.57949182382,-62262.579491823824,511 10TH ST 513,OldTown,undervalued
902108060,3960,200,42.0313573159518,-93.61585524405645,1004,5,6,5,0,1930,1,0,2,1950,7,8,502,502,502,4,2,3,105000,211863.90469186526,-106863.90469186526,417 10TH ST,OldTown,undervalued
902109010,5684,270,42.031202533833984,-93.61899232638845,813,5,6,5,0,1930,1,0,2,2005,6,8,813,-,813,4,2,3,110000,203852.37232123018,-93852.37232123018,626 10TH ST,OldTown,undervalued
902109110,11426,484,42.03028547773993,-93.61892785699419,2082,5,6,5,0,2003,2,1,3,2003,7,5,1362,720,1362,4,3,4,200000,232366.23221064013,-32366.232210640126,623 9TH ST,OldTown,fair price
902109120,7628,440,42.03028497891152,-93.61899075925766,1656,5,6,5,0,1940,2,0,2,1985,4,6,1095,561,801,3,3,3,119164,209299.27101030218,-90135.27101030218,627 9TH ST,OldTown,undervalued
902109130,7627,0,42.03028423066889,-93.61908511265285,1701,5,6,5,0,1920,2,0,4,1950,4,6,1101,600,600,2,-,2,94550,208614.65054991012,-114064.65054991012,633 9TH ST,OldTown,undervalued
902109160,7308,225,42.03053925526278,-93.62018697987196,1740,5,6,5,0,1920,1,0,2,1950,5,5,960,780,936,5,2,3,122250,219474.02019450662,-97224.02019450662,926 GRAND AVE,OldTown,undervalued
902110010,3153,180,42.03121157173339,-93.61732269411667,967,5,6,5,0,1920,1,0,2,1990,5,6,967,-,967,3,2,3,99900,201858.6314897118,-101958.63148971181,512 10TH ST,OldTown,undervalued
902110080,3378,240,42.03028234502641,-93.61727963334769,1389,5,6,5,0,1946,1,1,3,1992,7,8,707,682,651,3,3,3,135000,219941.52027925866,-84941.52027925866,509 9TH ST,OldTown,undervalued
902110090,5805,551,42.03028301753961,-93.61732245002153,1347,5,6,5,0,1957,1,0,3,1957,5,7,1347,-,1347,4,3,3,143000,213992.41119108401,-70992.41119108401,513 9TH ST,OldTown,undervalued
902111010,5633,216,42.031192483150555,-93.61581118310563,844,5,6,5,0,1925,1,0,2,1950,5,7,844,-,844,3,3,3,111500,199388.8124596331,-87888.8124596331,412 10TH ST,OldTown,undervalued
902125020,9000,240,42.033675714285714,-93.61405285714285,1750,5,6,5,0,1880,1,0,3,1991,5,6,1089,661,636,5,2,2,124000,217435.38057488977,-93435.38057488977,1229 KELLOGG AVE,OldTown,undervalued
902125080,5790,379,42.03339740816326,-93.6140427755102,1605,5,6,5,0,1915,2,0,3,1950,3,6,840,765,840,3,3,2,107400,205880.6524306226,-98480.6524306226,1203 KELLOGG AVE,OldTown,undervalued
902125120,10800,273,42.03349893877551,-93.61539689795919,1047,5,6,5,0,1885,1,0,2,1995,4,7,1047,-,641,3,2,2,100000,199128.95329099288,-99128.95329099288,1212 BURNETT AVE,OldTown,undervalued
902125160,4608,220,42.03369234693877,-93.61539524489795,747,5,6,5,0,1945,1,0,2,1950,4,6,747,-,747,3,3,3,80000,190344.96688233,-110344.96688232999,1230 BURNETT AVE,OldTown,undervalued
902128020,7200,528,42.03315791422828,-93.61426639635516,864,5,6,5,0,1950,1,0,2,1950,4,5,864,-,576,3,3,3,105000,192310.29052953873,-87310.29052953873,314 12TH ST,OldTown,undervalued
902128075,5400,0,42.03226914285714,-93.61400865306122,1027,5,6,5,0,1920,1,0,2,2006,7,6,1027,-,931,4,-,3,120000,211875.02449716002,-91875.02449716002,1107 KELLOGG AVE,OldTown,undervalued
902128100,4400,440,42.0321689780129,-93.61419323795631,1118,5,6,5,0,1920,1,0,2,1950,6,8,734,384,648,3,3,2,116000,210539.17575620423,-94539.17575620423,311 11TH ST,OldTown,undervalued
902128150,10800,828,42.032355714285714,-93.61541004081633,1436,5,6,5,0,1940,2,0,3,1950,6,6,884,552,884,3,3,3,155000,221299.48663876872,-66299.48663876872,1116 BURNETT AVE 1118,OldTown,undervalued
902128160,7200,379,42.03241185714286,-93.61540930612246,1072,5,6,5,0,1940,1,0,2,1950,5,8,1072,-,808,3,3,3,130000,207195.8310795677,-77195.8310795677,1122 BURNETT AVE,OldTown,undervalued
902128170,7200,240,42.032449285714286,-93.61540881632654,804,5,6,5,0,1940,1,0,2,1992,5,7,804,-,788,4,3,3,119000,201326.28696238116,-82326.28696238116,1126 BURNETT AVE,OldTown,undervalued
902134060,7614,216,42.030370530612245,-93.61394577551022,1376,5,6,5,0,1905,1,0,2,1950,3,5,714,662,738,3,3,3,96900,200203.70216194587,-103303.70216194587,909 KELLOGG AVE,OldTown,undervalued
902134100,6756,200,42.03025391265237,-93.61426001934532,899,5,6,5,0,1910,1,0,2,1950,5,6,899,-,481,3,2,3,78000,198314.5375345319,-120314.5375345319,321 9TH ST,OldTown,undervalued
902134120,10134,0,42.03038024489796,-93.61535046938775,1447,5,6,5,0,1910,1,0,3,1950,5,5,801,646,801,3,-,2,103000,209757.56968530628,-106757.56968530628,910 BURNETT AVE,OldTown,undervalued
902135020,6000,576,42.031162,-93.61256091846626,936,5,6,5,0,1953,1,0,2,1953,4,4,936,-,936,3,3,2,93000,193174.5843617176,-100174.5843617176,212 10TH ST 210,OldTown,undervalued
902136110,5914,0,42.03024178915276,-93.61083832613981,1080,5,6,5,0,1890,1,0,3,1996,5,9,684,396,684,4,-,2,95000,205799.84028683577,-110799.84028683577,111 9TH ST,OldTown,undervalued
902201090,9000,576,42.03329495918367,-93.60872140816326,1174,5,6,5,0,1900,1,0,2,2006,5,8,680,494,680,4,3,3,135000,210724.03132949417,-75724.03132949417,207 E 12TH ST,OldTown,undervalued
902201110,6000,308,42.039218,-93.609681,1328,5,6,5,0,1950,1,1,3,1970,5,7,768,560,768,3,3,3,129500,208993.88594254153,-79493.88594254153,1212 CARROLL AVE,OldTown,undervalued
902201120,6000,250,42.039218,-93.609681,789,5,6,5,0,1948,1,0,2,1950,5,5,789,-,789,3,3,3,115000,195659.40868873667,-80659.40868873667,1216 CARROLL AVE,OldTown,undervalued
902201130,6000,308,42.039218,-93.609681,1183,5,6,5,0,1948,1,1,2,2002,3,7,679,504,649,3,3,3,120000,195342.4140488128,-75342.41404881279,1220 CARROLL AVE,OldTown,undervalued
902201140,12000,528,42.039218,-93.609681,1122,5,6,5,0,1948,1,0,2,2005,5,7,1122,-,924,4,3,3,147000,206665.02242448574,-59665.02242448574,1226 CARROLL AVE,OldTown,undervalued
902202090,9000,869,42.03336293877551,-93.60773793877551,1499,5,6,5,0,1946,1,0,3,1950,5,6,904,595,904,3,3,3,140000,215931.67585268978,-75931.67585268978,1204 STAFFORD AVE,OldTown,undervalued
902202150,6000,256,42.03363257142857,-93.60774357142857,1387,5,6,5,0,1954,2,0,3,1954,5,4,811,576,811,4,3,3,93000,206529.91219477108,-113529.91219477108,1228 STAFFORD AVE,OldTown,undervalued
902204060,6000,576,42.032176877551024,-93.60790391836734,960,5,6,5,0,1955,1,0,3,1955,5,7,960,-,960,3,3,3,135500,204643.40909264554,-69143.40909264554,1105 STAFFORD AVE,OldTown,undervalued
902204080,7404,288,42.039218,-93.609681,861,5,6,5,0,1920,1,0,2,1950,4,6,861,-,861,3,3,2,80000,194674.7132652666,-114674.71326526659,1102 CARROLL AVE,OldTown,undervalued
902204120,6000,450,42.039218,-93.609681,1566,5,6,5,0,1924,1,1,5,1950,5,7,816,750,816,4,3,3,139000,215804.74639469272,-76804.74639469272,1120 CARROLL AVE,OldTown,undervalued
902205070,7311,297,42.032131,-93.606876,407,5,6,5,0,1946,1,0,1,1950,2,5,407,-,407,3,2,3,46500,171664.29620309753,-125164.29620309753,1101 MAXWELL AVE,OldTown,undervalued
902205090,6000,288,42.032201816326534,-93.60768387755103,928,5,6,5,0,1957,1,0,3,1957,5,6,928,-,928,3,3,3,112500,200342.45049799053,-87842.45049799053,1106 STAFFORD AVE,OldTown,undervalued
902205130,6000,308,42.032410142857145,-93.60769442857142,960,5,6,5,0,1920,1,0,2,1950,4,4,960,-,960,2,3,3,108500,195413.82181650173,-86913.82181650173,1128 STAFFORD AVE,OldTown,undervalued
902205140,6000,281,42.03242908163266,-93.6076953877551,901,5,6,5,0,1954,1,0,2,2000,4,7,901,-,901,3,2,3,107900,194308.78603925108,-86408.78603925108,1130 STAFFORD AVE,OldTown,undervalued
902206020,7830,200,42.03195016326531,-93.61018020408163,492,5,6,5,0,1921,1,0,1,1950,3,5,492,-,492,3,2,2,61500,180304.2165179768,-118804.2165179768,118 E 11TH ST,OldTown,undervalued
