,GrLivArea,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,crime_rate,school_quality,HouseAge,LastRemod,nb_appreciation,nb_income,PID,SalePrice
1218,1384,80,5,56.0,8872,1,1,0,1,0,4,0,8,2,2,0,7,6,5,1997,1997,1,0,12,13,2,0.0,3,4,2,4,3,1,1,0.0,1,0.0,384.0,384.0,1,2,1,3,754,630,0,0.0,0.0,2,1,3,1,4,7,6,1,3,3,1997.0,3,2.0,390.0,3,3,2,0,0,0,0,0,0,0,0,1,0,3,2007,9,4,5,10,10,10,6,5,527110130,161500
1219,1193,20,5,85.0,11050,1,1,0,3,0,0,0,17,2,2,0,2,7,5,1975,1975,1,0,9,9,2,0.0,3,4,1,3,3,1,5,636.0,1,0.0,540.0,1176.0,1,1,1,3,1193,0,0,0.0,0.0,2,0,3,1,4,5,6,1,3,1,1975.0,1,2.0,506.0,3,3,2,40,0,0,0,0,0,0,0,1,0,8,2009,9,4,1,6,34,34,2,6,527375210,158000
1220,1310,120,2,0.0,4538,1,1,0,3,0,4,0,24,2,2,4,2,9,5,2001,2001,1,0,12,13,1,179.0,2,4,2,5,3,4,6,1004.0,1,0.0,306.0,1310.0,1,0,1,3,1310,0,0,1.0,0.0,1,1,1,1,2,5,6,1,3,1,2001.0,2,2.0,545.0,3,3,2,277,45,0,0,0,0,0,0,1,0,7,2008,9,4,6,7,7,7,9,5,533215030,285000
1221,1694,20,5,64.0,10475,1,1,0,3,0,0,0,5,2,2,0,2,8,5,2008,2008,1,0,12,13,3,72.0,2,4,2,4,3,4,1,0.0,1,0.0,1694.0,1694.0,1,0,1,3,1694,0,0,0.0,0.0,2,0,3,1,2,7,6,0,0,1,2008.0,2,2.0,776.0,3,3,2,160,33,0,0,0,0,0,0,1,0,2,2010,9,4,1,3,2,2,9,7,906378100,245350
1222,1930,60,5,61.0,11339,1,1,0,3,0,4,0,17,3,2,0,5,7,5,1979,1979,3,5,6,9,1,549.0,3,4,1,4,3,1,5,758.0,1,0.0,22.0,780.0,1,4,1,3,1085,845,0,1.0,0.0,2,1,4,1,2,9,6,1,3,1,1979.0,3,2.0,481.0,3,3,2,192,72,0,0,0,0,0,0,1,0,3,2007,9,4,1,6,28,28,2,6,527325090,192000
1223,1656,20,5,141.0,31770,1,1,0,3,0,0,0,15,2,2,0,2,6,5,1960,1960,3,0,3,9,3,112.0,3,4,1,3,4,3,4,639.0,1,0.0,441.0,1080.0,1,1,1,3,1656,0,0,1.0,0.0,1,0,3,1,4,7,6,2,4,1,1960.0,3,2.0,528.0,3,3,1,210,62,0,0,0,0,0,0,1,0,5,2010,9,4,1,5,50,50,4,2,526301100,215000
1224,1196,20,5,72.0,9000,1,1,3,3,0,4,0,15,2,2,0,2,6,5,1956,1956,1,0,13,14,1,74.0,3,4,1,4,3,1,2,616.0,1,0.0,580.0,1196.0,1,2,1,0,1196,0,0,1.0,0.0,1,0,2,1,4,6,6,1,4,1,1956.0,2,2.0,297.0,3,3,2,0,44,0,0,0,0,0,0,1,0,5,2008,9,4,1,5,52,52,4,2,535178060,139000
1225,1635,50,6,59.0,5310,1,1,3,3,0,0,0,20,1,2,0,0,6,8,1910,2003,3,0,12,13,2,0.0,3,2,1,3,2,1,1,0.0,1,0.0,485.0,485.0,1,2,1,3,1001,634,0,0.0,0.0,1,0,2,1,2,5,6,0,0,1,1910.0,1,2.0,255.0,2,3,2,394,0,0,0,0,0,0,0,1,0,6,2006,9,4,0,5,96,3,5,6,903430090,117000
1226,1154,20,5,0.0,11000,1,1,0,3,0,1,0,15,2,2,0,2,5,6,1966,1966,1,0,9,9,1,200.0,3,4,1,3,3,2,4,740.0,3,230.0,184.0,1154.0,1,0,1,3,1154,0,0,0.0,0.0,1,1,3,1,4,6,6,1,1,1,1966.0,2,2.0,480.0,3,3,2,0,58,0,0,0,0,0,3,1,0,11,2009,9,4,1,5,43,43,4,2,534402140,154000
1227,948,20,5,75.0,10215,1,1,3,0,0,4,0,7,2,2,0,2,4,5,1954,1954,3,0,13,14,1,132.0,3,4,2,3,3,1,5,492.0,1,0.0,372.0,864.0,1,0,1,3,948,0,0,0.0,0.0,1,0,3,1,4,5,6,0,0,1,1954.0,1,2.0,248.0,3,3,2,0,0,0,0,0,0,0,0,1,0,2,2007,9,4,1,4,53,53,6,7,908225240,111000
1228,1203,50,5,0.0,7015,1,1,0,0,0,0,0,3,2,2,0,0,5,4,1950,1950,1,0,8,8,0,161.0,3,4,1,3,3,1,2,185.0,1,0.0,524.0,709.0,1,4,1,3,979,224,0,1.0,0.0,1,0,3,1,2,5,6,1,3,5,1950.0,1,2.0,352.0,3,3,2,0,0,248,0,0,0,0,0,1,0,7,2009,9,4,0,5,59,59,5,6,534451110,110000
1229,1916,60,5,85.0,11050,1,1,3,3,0,4,0,14,2,2,0,5,8,5,1998,1999,1,0,12,13,2,0.0,2,4,2,4,3,1,6,615.0,1,0.0,434.0,1049.0,1,0,1,3,1036,880,0,1.0,0.0,2,1,3,1,2,8,6,1,3,1,1998.0,1,2.0,741.0,3,3,2,0,70,0,0,0,0,0,0,1,0,5,2010,9,4,3,6,12,11,3,6,914467040,254900
1230,1365,160,6,24.0,2368,1,1,3,3,0,4,0,2,2,2,4,5,5,6,1970,1970,1,0,6,6,2,312.0,3,4,1,3,3,1,2,765.0,1,0.0,0.0,765.0,1,4,1,3,765,600,0,0.0,0.0,1,1,3,1,4,7,2,0,0,1,1970.0,1,2.0,440.0,3,3,2,0,36,0,0,0,0,0,0,1,0,5,2009,9,4,1,6,39,39,2,6,527451110,125000
1231,1729,60,5,65.0,8158,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2002,2002,1,0,12,13,1,214.0,2,4,2,4,3,1,1,0.0,1,0.0,860.0,860.0,1,0,1,3,860,869,0,0.0,0.0,2,1,3,1,2,7,6,0,0,1,2002.0,3,2.0,542.0,3,3,2,386,63,0,0,0,0,0,0,1,0,8,2007,9,4,1,3,5,5,9,7,907262020,200000
1232,1664,60,5,78.0,10140,1,1,3,3,0,4,0,17,2,2,0,5,7,5,1976,1976,1,0,6,6,2,0.0,3,4,2,4,3,1,6,194.0,1,0.0,638.0,832.0,1,4,1,3,832,832,0,0.0,0.0,2,1,4,1,4,8,6,1,3,1,1976.0,2,2.0,528.0,3,3,2,0,28,0,0,259,0,0,2,1,0,3,2006,9,4,1,6,30,30,2,6,527376110,162900
1233,904,30,5,0.0,10020,1,1,0,2,0,4,2,7,2,2,0,2,1,1,1922,1950,1,0,13,14,2,0.0,1,1,0,2,1,3,4,350.0,1,0.0,333.0,683.0,1,2,0,0,904,0,0,1.0,0.0,0,1,1,1,1,4,0,0,0,6,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,2009,9,4,1,4,87,59,6,7,904301375,61000
1234,1524,20,5,82.0,20270,1,1,0,3,0,1,0,4,2,2,0,2,7,6,1979,1979,1,0,9,9,2,0.0,3,4,1,4,3,3,6,599.0,1,0.0,925.0,1524.0,1,4,1,3,1524,0,0,1.0,0.0,2,0,3,1,4,7,6,2,4,1,1979.0,3,2.0,478.0,3,3,2,140,0,0,0,0,0,0,0,1,0,4,2008,9,4,0,4,29,29,8,6,905352070,245000
1235,1280,120,5,39.0,5070,1,1,0,1,0,4,0,25,2,2,4,2,8,5,1992,1992,1,0,6,6,2,0.0,2,4,2,4,3,2,1,0.0,1,0.0,1280.0,1280.0,1,0,1,3,1280,0,0,0.0,0.0,2,0,2,1,2,5,6,0,0,1,1992.0,2,2.0,506.0,3,3,2,0,82,0,0,144,0,0,0,1,0,8,2008,9,4,5,10,16,16,6,5,527145090,180000
1236,1382,80,6,76.0,11800,1,1,3,3,0,4,0,20,2,2,0,7,4,7,1949,2002,1,0,11,14,2,0.0,3,4,3,0,0,0,0,0.0,0,0.0,0.0,0.0,1,0,1,3,1382,0,0,0.0,0.0,2,0,1,1,4,6,4,1,3,1,1949.0,2,2.0,384.0,3,3,2,0,40,0,0,0,0,0,0,1,0,5,2007,9,4,0,5,58,5,5,6,902427180,110000
1237,1812,190,6,76.0,7630,1,1,3,3,0,4,0,20,1,2,1,5,5,9,1900,1996,1,0,13,14,2,0.0,3,2,0,4,3,1,1,0.0,1,0.0,360.0,360.0,1,2,1,3,1032,780,0,0.0,0.0,2,0,4,2,2,8,6,1,1,5,1900.0,1,2.0,672.0,3,3,0,344,0,40,0,0,0,0,3,1,0,5,2010,9,4,0,5,110,14,5,6,903476030,140000
1238,1128,20,5,80.0,8700,1,1,3,3,0,4,0,15,2,2,0,2,5,6,1963,1963,3,0,8,8,1,148.0,3,2,1,3,3,2,5,776.0,1,0.0,344.0,1120.0,1,2,1,3,1128,0,0,1.0,0.0,2,0,3,1,4,6,6,0,0,1,1963.0,2,2.0,525.0,3,3,2,192,20,123,0,0,0,0,3,1,0,12,2008,9,4,1,5,45,45,4,2,534400030,155000
1239,1549,160,2,24.0,2280,1,2,3,3,0,4,0,24,2,2,3,5,6,5,1999,1999,1,0,8,8,3,216.0,3,4,2,4,3,1,6,550.0,1,0.0,194.0,744.0,1,2,1,3,757,792,0,1.0,0.0,2,1,3,1,4,6,6,0,0,5,1999.0,1,2.0,440.0,3,3,2,0,32,0,0,0,0,0,0,1,0,4,2008,9,4,6,7,9,9,9,5,533213120,172900
1240,1490,60,5,60.0,15384,1,1,0,3,0,4,0,8,6,2,0,5,7,5,2004,2005,1,0,12,13,2,0.0,2,4,2,4,3,4,6,724.0,1,0.0,64.0,788.0,1,0,1,3,788,702,0,1.0,0.0,2,1,3,1,2,8,6,1,4,1,2004.0,3,2.0,388.0,3,3,2,100,75,0,0,0,0,0,0,1,0,2,2008,9,4,5,10,4,3,6,5,528290010,184000
1241,1491,60,5,64.0,8333,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,0,12,13,2,0.0,2,4,2,4,3,1,1,0.0,1,0.0,738.0,738.0,1,2,1,3,738,753,0,0.0,0.0,2,1,3,1,2,7,6,1,4,1,2006.0,2,2.0,484.0,3,3,2,100,30,0,0,0,0,0,0,1,0,5,2007,9,4,1,3,1,1,9,7,907420060,168675
1242,2290,60,5,0.0,11250,1,1,3,3,0,0,0,5,2,2,0,5,8,5,2002,2002,1,0,5,5,2,0.0,2,4,2,4,3,2,1,0.0,1,0.0,1128.0,1128.0,1,0,1,3,1149,1141,0,0.0,0.0,2,1,4,1,2,9,6,1,4,1,2002.0,1,2.0,779.0,3,3,2,0,0,0,0,0,0,0,0,1,0,5,2008,9,4,1,3,6,6,9,7,907260010,255900
1243,2730,60,5,86.0,10380,1,1,0,3,0,4,0,23,2,2,0,5,7,5,1986,1987,1,0,9,9,1,172.0,2,4,1,3,3,3,2,28.0,5,1474.0,0.0,1502.0,1,0,1,3,1553,1177,0,1.0,0.0,2,1,4,1,2,8,6,1,3,1,1986.0,3,2.0,576.0,3,3,2,201,96,0,0,0,0,0,3,1,0,8,2007,9,4,5,2,21,20,5,5,906201200,301000
1244,1546,20,5,75.0,11750,1,1,0,3,0,4,0,5,2,2,0,2,7,5,2005,2006,1,0,12,13,1,204.0,2,4,2,4,3,2,6,20.0,1,0.0,1526.0,1546.0,1,0,1,3,1546,0,0,0.0,0.0,2,0,3,1,2,7,6,0,0,1,2005.0,2,2.0,796.0,3,3,2,144,42,0,0,0,0,0,0,1,0,6,2007,9,4,1,3,2,1,9,7,906382020,217000
1245,894,20,5,65.0,8450,1,1,3,3,0,4,0,22,5,2,0,2,5,8,1965,2009,1,0,8,8,2,0.0,3,2,1,3,3,1,6,553.0,4,117.0,224.0,894.0,1,0,1,3,894,0,0,1.0,0.0,1,0,3,1,4,5,6,1,4,5,1965.0,1,2.0,336.0,3,3,2,416,144,0,0,0,0,0,3,1,0,4,2010,9,4,5,2,45,1,5,5,532376160,138500
1246,1344,70,6,59.0,10690,1,1,3,3,0,4,0,11,2,2,0,5,5,7,1920,1997,3,0,12,13,2,0.0,3,2,1,3,2,1,3,456.0,1,0.0,216.0,672.0,1,2,1,0,672,672,0,0.0,0.0,1,0,3,1,4,6,6,0,0,5,1920.0,1,2.0,468.0,3,2,2,0,128,218,0,0,0,0,0,1,0,7,2009,9,4,0,6,89,12,3,6,910202070,147000
1247,2468,60,5,99.0,12099,1,1,0,3,0,4,0,19,2,2,0,5,8,5,2004,2004,1,0,12,13,1,388.0,2,4,2,5,3,4,6,970.0,1,0.0,166.0,1136.0,1,0,1,3,1136,1332,0,1.0,0.0,2,1,4,1,2,10,6,1,4,3,2004.0,3,2.0,872.0,3,3,2,184,154,0,0,0,0,0,0,1,0,6,2007,9,4,5,10,3,3,6,5,528150120,354000
1248,1668,50,6,60.0,9600,1,0,3,3,0,4,0,20,2,2,0,0,5,6,1948,1950,1,0,8,8,3,264.0,3,4,1,3,3,1,3,276.0,1,0.0,936.0,1212.0,1,2,1,0,1226,442,0,1.0,0.0,1,0,3,1,4,6,6,0,0,5,1948.0,1,2.0,240.0,3,3,2,0,0,140,0,0,0,0,0,1,0,5,2006,9,4,0,5,58,56,5,6,902101050,135000
1249,1479,70,5,43.0,7000,1,1,3,3,0,4,0,21,1,2,0,5,7,8,1926,1997,1,0,13,12,2,0.0,3,4,0,3,3,1,5,424.0,1,0.0,200.0,624.0,1,0,1,3,743,736,0,1.0,0.0,1,0,3,1,2,6,6,2,4,5,1926.0,1,2.0,312.0,3,3,2,530,0,56,0,0,0,0,3,1,0,5,2006,9,4,5,2,80,9,7,3,909250070,160000
1250,1045,20,5,80.0,7936,1,1,3,3,0,4,0,15,2,2,0,2,6,6,1963,1963,3,0,6,6,2,0.0,3,4,1,3,3,1,4,826.0,1,0.0,219.0,1045.0,1,4,1,3,1045,0,0,1.0,0.0,1,0,3,1,4,6,6,1,2,1,1963.0,2,2.0,264.0,3,3,2,0,0,0,0,0,0,0,0,1,0,4,2009,9,4,1,5,46,46,4,2,535476240,127000
1251,1576,120,6,0.0,3940,1,1,3,3,0,4,0,0,2,2,4,2,7,5,2004,2004,3,0,12,13,1,24.0,2,4,2,4,3,1,6,1087.0,1,0.0,306.0,1393.0,1,0,1,3,1576,0,0,1.0,0.0,2,0,2,1,2,7,6,1,3,1,2004.0,2,2.0,668.0,3,3,2,143,20,0,0,0,0,0,0,1,0,5,2008,9,4,5,10,4,4,6,5,528228405,219990
1252,1252,20,5,0.0,13500,1,1,3,3,0,4,0,4,2,2,0,2,6,7,1960,1975,0,0,3,9,2,0.0,3,4,1,4,3,3,4,429.0,5,1080.0,93.0,1602.0,1,2,1,3,1252,0,0,1.0,0.0,1,0,1,1,4,4,6,1,4,1,1960.0,2,2.0,564.0,3,3,2,409,0,0,0,0,0,0,0,1,0,3,2008,9,4,0,4,48,33,8,6,905202230,235000
1253,1922,20,5,86.0,14157,1,1,0,1,0,0,0,25,2,2,0,2,9,5,2005,2006,3,0,12,13,3,200.0,2,4,2,5,3,3,6,1249.0,1,0.0,673.0,1922.0,1,0,1,3,1922,0,0,1.0,0.0,2,0,3,1,2,8,6,1,4,1,2005.0,3,2.0,676.0,3,3,2,178,51,0,0,0,0,0,0,1,0,7,2007,9,4,5,10,2,1,6,5,527210060,377426
1254,1145,120,5,43.0,3182,1,1,3,3,0,4,0,0,2,2,4,2,7,5,2005,2006,1,0,12,13,1,11.0,2,4,2,4,3,1,6,16.0,1,0.0,1129.0,1145.0,1,0,1,3,1145,0,0,0.0,0.0,2,0,2,1,2,5,6,1,4,1,2005.0,3,2.0,397.0,3,3,2,100,16,0,0,0,0,0,0,1,0,9,2009,9,4,5,10,4,3,6,5,528228460,160200
1255,1704,20,5,98.0,11478,1,1,3,3,0,4,0,19,2,2,0,2,8,5,2007,2008,1,0,12,13,3,200.0,2,4,2,5,3,1,6,1218.0,1,0.0,486.0,1704.0,1,0,1,3,1704,0,0,1.0,0.0,2,0,3,1,2,7,6,1,4,1,2007.0,2,2.0,772.0,3,3,2,0,50,0,0,0,0,0,0,1,0,5,2010,9,4,5,10,3,2,6,5,528112020,306000
1256,1514,60,5,42.0,8433,1,1,0,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,0,12,13,2,0.0,3,4,2,4,3,1,6,683.0,1,0.0,111.0,794.0,1,0,1,3,819,695,0,1.0,0.0,2,1,3,1,4,7,6,1,3,1,2000.0,3,2.0,394.0,3,3,2,0,72,0,0,0,0,0,0,1,0,6,2009,9,4,5,10,9,9,6,5,528290180,190000
1257,1755,60,5,45.0,9468,1,1,1,3,0,1,0,5,2,2,0,5,6,5,1999,1999,1,0,12,13,1,148.0,3,4,2,4,3,2,6,639.0,1,0.0,201.0,840.0,1,0,1,3,840,915,0,1.0,0.0,2,1,3,1,4,7,6,1,3,1,1999.0,2,2.0,530.0,3,3,2,176,73,0,0,0,0,0,0,1,0,8,2006,9,4,1,3,7,7,9,7,907254050,214000
1258,1211,20,5,55.0,8250,1,1,3,3,0,4,0,22,1,2,0,2,5,5,1968,1968,3,0,6,6,2,0.0,3,4,1,3,3,1,4,250.0,2,492.0,210.0,952.0,1,0,1,3,1211,0,0,0.0,0.0,1,0,3,1,4,5,6,1,3,1,1968.0,1,2.0,322.0,3,3,2,0,63,0,0,0,0,0,0,1,0,8,2008,9,4,5,2,40,40,5,5,904100040,134000
1259,1920,80,5,102.0,10192,1,1,0,3,0,4,0,17,2,2,0,7,7,6,1968,1992,1,0,8,8,1,143.0,3,4,1,3,3,1,1,0.0,1,0.0,570.0,570.0,1,2,1,3,1222,698,0,0.0,0.0,3,0,4,1,2,8,6,1,3,1,1968.0,2,2.0,487.0,3,3,2,0,98,0,0,0,0,0,4,1,0,9,2006,9,4,1,6,38,14,2,6,534126060,170000
1260,2544,90,5,81.0,9671,1,1,3,3,0,0,0,15,0,2,2,5,6,5,1969,1969,1,0,8,8,3,480.0,3,4,1,3,3,1,1,0.0,1,0.0,1248.0,1248.0,1,4,1,3,1248,1296,0,0.0,0.0,2,2,6,2,4,12,6,0,0,1,1969.0,2,2.0,907.0,3,3,2,0,0,0,0,0,0,0,0,1,0,8,2009,9,4,1,5,40,40,4,2,535402010,190000
1261,1265,80,5,85.0,9350,1,1,3,3,0,4,0,15,2,2,0,7,5,8,1965,1999,1,0,3,3,2,0.0,3,2,2,3,3,3,5,633.0,1,0.0,586.0,1219.0,1,2,1,3,1265,0,0,0.0,1.0,2,0,3,1,2,6,6,1,4,1,1965.0,2,2.0,502.0,3,3,2,0,92,0,96,0,0,0,3,1,0,10,2008,9,4,1,5,43,9,4,2,534403080,179900
1262,1902,90,6,68.0,8930,1,1,3,3,0,4,0,22,5,2,2,0,6,5,1978,1978,1,0,12,13,2,0.0,3,4,3,0,0,0,0,0.0,0,0.0,0.0,0.0,1,4,1,3,1318,584,0,0.0,0.0,2,0,4,2,4,8,6,0,0,1,1978.0,1,2.0,539.0,3,3,2,0,0,0,0,0,0,0,0,1,0,4,2010,9,4,5,2,32,32,5,5,532351140,112000
1263,1344,70,6,0.0,5700,1,1,0,3,0,0,0,20,1,2,0,5,7,6,1929,1990,1,0,13,15,2,0.0,3,4,0,3,3,1,3,336.0,1,0.0,336.0,672.0,1,2,0,0,672,672,0,1.0,0.0,1,1,3,1,2,6,6,1,4,1,1929.0,1,2.0,456.0,3,3,2,0,0,70,0,0,0,0,4,1,0,9,2007,9,4,0,5,78,17,5,6,903426010,140000
1264,2084,60,5,76.0,10142,1,1,0,3,0,4,0,23,2,2,0,5,7,5,2004,2004,1,0,12,13,2,0.0,2,4,2,4,3,1,6,656.0,1,0.0,300.0,956.0,1,0,1,3,956,1128,0,1.0,0.0,2,1,4,1,2,8,6,0,0,3,2004.0,2,2.0,618.0,3,3,2,0,45,0,0,0,0,0,0,1,0,1,2010,9,4,5,2,6,6,5,5,531367050,233000
1265,1501,160,2,24.0,2280,1,2,3,3,0,4,0,24,2,2,3,5,6,5,1999,1999,1,0,8,8,1,342.0,3,4,2,4,3,1,6,565.0,1,0.0,179.0,744.0,1,2,1,3,757,744,0,1.0,0.0,2,1,3,1,4,6,6,1,3,5,1999.0,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,0,1,0,9,2007,9,4,6,7,8,8,9,5,533213130,176500
1266,1682,60,5,70.0,8750,1,1,3,3,0,4,0,5,2,2,0,5,6,5,1998,1998,1,0,12,13,1,116.0,3,4,2,4,3,1,6,505.0,1,0.0,299.0,804.0,1,0,1,3,804,878,0,0.0,0.0,2,1,3,1,2,7,6,0,0,1,1998.0,2,2.0,523.0,3,3,2,0,77,0,0,0,0,0,0,1,0,6,2010,9,4,1,3,12,12,9,7,907185060,200500
1267,2009,70,5,114.0,19950,1,1,3,3,0,0,0,7,2,2,0,5,6,7,1928,1950,1,0,14,9,2,0.0,3,4,2,3,3,1,1,0.0,1,0.0,672.0,672.0,1,0,1,3,1337,672,0,0.0,0.0,2,0,4,1,4,8,6,2,4,0,1928.0,1,2.0,795.0,3,3,1,0,42,0,0,180,0,0,0,1,0,12,2006,9,4,1,4,78,56,6,7,905427010,235000
1268,1214,20,5,70.0,9170,1,1,3,3,0,0,0,7,1,2,0,2,5,7,1965,1965,3,0,8,8,2,0.0,3,4,1,3,3,1,5,698.0,6,96.0,420.0,1214.0,1,0,1,3,1214,0,0,1.0,0.0,1,0,2,1,4,6,6,0,0,5,1965.0,1,2.0,461.0,2,2,2,0,0,184,0,0,0,0,4,3,400,4,2007,9,4,1,4,42,42,6,7,908102100,140000
1269,1280,120,5,43.0,5005,1,1,0,1,0,4,0,25,2,2,4,2,8,5,1992,1992,1,0,6,6,2,0.0,2,4,2,4,3,1,5,263.0,1,0.0,1017.0,1280.0,1,0,1,3,1280,0,0,0.0,0.0,2,0,2,1,2,5,6,0,0,1,1992.0,2,2.0,506.0,3,3,2,0,82,0,0,144,0,0,0,1,0,1,2010,9,4,5,10,18,18,6,5,527145080,191500
1270,1993,60,5,0.0,14803,1,1,0,3,0,1,0,17,2,2,0,5,6,5,1971,1971,1,0,6,6,1,252.0,3,4,1,3,3,1,3,416.0,1,0.0,409.0,825.0,1,2,1,3,1097,896,0,0.0,0.0,2,1,4,1,4,8,6,1,4,1,1971.0,2,2.0,495.0,3,3,2,0,66,0,0,0,0,0,2,1,0,6,2006,9,4,1,6,35,35,2,6,534250300,190000
1271,1824,20,5,0.0,115149,1,1,1,2,0,1,2,4,2,2,0,2,7,5,1971,2002,1,0,9,9,3,351.0,3,4,1,4,3,3,6,1219.0,1,0.0,424.0,1643.0,1,4,1,3,1824,0,0,1.0,0.0,2,0,2,1,2,5,6,2,3,1,1971.0,1,2.0,739.0,3,3,2,380,48,0,0,0,0,0,0,1,0,6,2007,9,4,0,4,36,5,8,6,905301050,302000
1272,1141,80,5,80.0,9600,1,1,3,3,0,4,0,15,2,2,0,7,5,7,1967,1967,1,0,8,8,1,140.0,3,4,2,3,3,4,5,602.0,3,402.0,137.0,1141.0,1,2,1,3,1141,0,0,1.0,0.0,1,0,3,1,4,6,6,0,0,1,1967.0,1,2.0,568.0,3,3,2,0,78,0,0,0,0,0,0,1,0,7,2006,9,4,1,5,39,39,4,2,534202180,158000
1273,1710,60,5,76.0,9291,1,1,0,3,0,0,0,23,7,2,0,5,6,5,1993,1993,1,0,6,6,1,120.0,2,4,2,4,3,1,6,426.0,1,0.0,406.0,832.0,1,0,1,3,832,878,0,0.0,0.0,2,1,3,1,2,7,6,0,0,1,1993.0,2,2.0,506.0,3,3,2,144,70,0,0,0,0,0,0,1,0,6,2008,9,4,5,2,15,15,5,5,531450170,187000
1274,1223,160,2,24.0,2544,1,2,3,3,0,4,0,24,2,2,3,5,7,5,2005,2005,1,0,8,8,2,0.0,2,4,2,4,3,1,1,0.0,1,0.0,600.0,600.0,1,0,1,3,520,623,80,0.0,0.0,2,1,2,1,2,4,6,0,0,5,2005.0,2,2.0,480.0,3,3,2,0,166,0,0,0,0,0,0,1,0,7,2006,9,4,6,7,1,1,9,5,533212120,149900
1275,1656,50,6,63.0,7628,1,1,3,3,0,4,0,20,2,2,0,0,4,6,1940,1985,1,0,8,8,2,0.0,3,2,0,3,3,1,1,0.0,1,0.0,801.0,801.0,1,2,1,0,1095,561,0,0.0,0.0,2,0,2,1,4,8,4,0,0,5,1940.0,1,2.0,440.0,3,3,2,187,0,0,0,0,0,0,0,1,0,5,2008,9,4,0,5,68,23,5,6,902109120,119164
1276,1846,50,5,78.0,10496,1,1,3,3,0,4,0,15,0,2,0,0,6,6,1949,1950,1,0,13,14,1,320.0,3,4,1,3,3,2,3,196.0,1,0.0,844.0,1040.0,1,0,1,3,1168,678,0,0.0,0.0,2,0,3,1,4,7,6,1,4,1,1949.0,1,2.0,315.0,3,3,2,0,0,0,0,0,0,0,2,1,0,1,2007,9,4,1,5,58,57,4,2,535450310,143000
1277,1143,30,5,55.0,7111,1,1,0,0,0,4,0,3,2,2,0,2,5,7,1928,1983,1,0,14,15,2,0.0,2,2,0,3,3,1,2,406.0,4,273.0,329.0,1008.0,1,4,1,3,1143,0,0,0.0,0.0,1,0,2,1,4,5,6,1,1,5,1928.0,1,2.0,288.0,3,3,2,265,0,0,0,0,0,0,4,1,0,7,2008,9,4,0,5,80,25,5,6,903201030,138000
1278,1586,160,2,24.0,2645,1,2,3,3,0,4,0,24,2,2,3,5,8,5,1999,1999,1,0,8,8,1,466.0,2,4,2,4,3,1,6,612.0,1,0.0,348.0,960.0,1,0,1,3,962,624,0,1.0,0.0,2,1,3,1,2,7,6,0,0,5,1999.0,1,2.0,480.0,3,3,2,169,0,0,0,0,0,0,0,1,0,12,2008,9,4,6,7,9,9,9,5,533236060,170000
1279,1664,90,5,75.0,9825,1,1,3,3,0,4,0,7,2,2,2,2,5,5,1965,1965,3,0,1,1,2,0.0,3,4,1,0,0,0,0,0.0,0,0.0,0.0,0.0,1,4,0,3,1664,0,0,0.0,0.0,2,0,4,2,4,8,6,0,0,6,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,2010,9,4,1,4,45,45,6,7,908102130,100000
1280,1060,20,5,0.0,8246,1,1,0,3,0,4,0,22,2,2,0,2,5,8,1968,2001,1,0,9,9,2,0.0,3,2,1,3,3,2,3,188.0,5,668.0,204.0,1060.0,1,0,1,3,1060,0,0,1.0,0.0,1,0,3,1,2,6,6,1,3,1,1968.0,1,2.0,270.0,3,3,2,406,90,0,0,0,0,0,3,1,0,5,2010,9,4,5,2,42,9,5,5,905105070,154000
1281,1950,60,2,66.0,7399,1,2,0,3,0,4,0,24,2,2,0,5,7,5,1997,1998,3,0,12,13,1,1600.0,2,4,2,4,3,1,4,649.0,1,0.0,326.0,975.0,1,0,1,3,975,975,0,0.0,0.0,2,1,3,1,2,7,6,1,3,5,1997.0,2,2.0,576.0,3,3,2,0,10,0,0,198,0,0,0,1,0,6,2007,9,4,6,7,10,9,9,5,533241030,239000
